iso3,Year,inform_ph,gain,inform_ph_class,gain_class
CRI,2007,36,48.2586712368086,Medium,Medium
CRI,2008,36,48.8741287017198,Medium,Medium
CRI,2009,36,49.2906910664366,Medium,Medium
CRI,2010,36,50.9004533982839,Medium,Low
CRI,2011,36,50.6770078617949,Medium,Low
CRI,2012,36,51.4288699532985,Medium,Low
CRI,2013,36,52.1234173067512,Medium,Low
CRI,2014,36,53.3076435344054,Medium,Low
CRI,2015,36,53.6262023668472,Medium,Low
CRI,2016,36,53.2945413767563,Medium,Low
CRI,2017,35,53.09686272864,Medium,Low
CRI,2018,35,53.2463760854343,Medium,Low
CRI,2019,35,53.3912693819668,Medium,Low
CRI,2020,35,53.5195669481864,Medium,Low
CRI,2021,35,53.3407752471575,Medium,Low
CRI,2022,35,53.661705500101,Medium,Low
CRI,2023,35,53.661705500101,Medium,Low
CRI,2024,35,53.661705500101,Medium,Low
CRI,2025,35,53.661705500101,Medium,Low
CUB,1995,36,41.3593146380651,Medium,High
CUB,1996,36,41.2624244673668,Medium,High
CUB,1997,36,41.051807617324,Medium,High
CUB,1998,36,40.9201277499998,Medium,High
CUB,1999,36,41.6497120437978,Medium,High
CUB,2000,36,42.1211606283189,Medium,High
CUB,2001,36,42.233621271408,Medium,High
CUB,2002,36,42.2674230477986,Medium,High
CUB,2003,36,42.043949633602,Medium,High
CUB,2004,36,43.210304056839,Medium,High
CUB,2005,36,44.1259815306983,Medium,High
CUB,2006,36,45.9904336846915,Medium,Medium
CUB,2007,36,47.1294874731236,Medium,Medium
CUB,2008,36,47.670228423512,Medium,Medium
CUB,2009,36,47.2289477360734,Medium,Medium
CUB,2010,36,46.1061708539716,Medium,Medium
CUB,2011,36,45.2999640451684,Medium,Medium
CUB,2012,36,44.4802671894511,Medium,High
CUB,2013,36,43.6107943039916,Medium,High
CUB,2014,36,43.7565469597214,Medium,High
CUB,2015,36,43.9044508323943,Medium,High
CUB,2016,36,44.3413033932587,Medium,High
CUB,2017,37,45.1325034760441,Medium,Medium
CUB,2018,36,45.1139657839238,Medium,Medium
CUB,2019,36,45.3233708416278,Medium,Medium
CUB,2020,35,45.3640211310841,Medium,Medium
CUB,2021,35,45.4527002836149,Medium,Medium
CUB,2022,35,45.6085459859143,Medium,Medium
CUB,2023,35,45.6085459859143,Medium,Medium
CUB,2024,35,45.6085459859143,Medium,Medium
CUB,2025,35,45.6085459859143,Medium,Medium
CYP,1995,26,54.2615143496594,Low,Low
CYP,1996,26,54.2603973982177,Low,Low
CYP,1997,26,53.9716798609451,Low,Low
CYP,1998,26,54.0979056393406,Low,Low
CYP,1999,26,54.3629131300147,Low,Low
CYP,2000,26,54.5224025037267,Low,Low
CYP,2001,26,54.7791331821765,Low,Low
CYP,2002,26,55.2010824416859,Low,Low
CYP,2003,26,55.7414713939996,Low,Low
CYP,2004,26,55.4330196783662,Low,Low
CYP,2005,26,56.6851644924783,Low,Low
CYP,2006,26,60.582406788177,Low,Very low
CYP,2007,26,60.6586924672136,Low,Very low
CYP,2008,26,61.6175419970306,Low,Very low
CYP,2009,26,57.0399302828928,Low,Low
CYP,2010,26,56.9851977430788,Low,Low
CYP,2011,26,56.6610268413397,Low,Low
CYP,2012,26,56.9979728404935,Low,Low
CYP,2013,26,57.094742141788,Low,Low
CYP,2014,26,57.9255972793938,Low,Low
CYP,2015,26,57.9773255621058,Low,Low
CYP,2016,26,57.5868203687721,Low,Low
CYP,2017,26,58.2402196381068,Low,Low
CYP,2018,26,57.955431882058,Low,Low
CYP,2019,25,58.2543637124735,Low,Low
CYP,2020,25,57.9573095269018,Low,Low
CYP,2021,25,58.0939982748,Low,Low
CYP,2022,26,58.0631949836649,Low,Low
CYP,2023,26,58.0631949836649,Low,Low
CYP,2024,26,58.0631949836649,Low,Low
CYP,2025,26,58.0631949836649,Low,Low
CZE,1995,18,59.7816861815413,Very low,Low
CZE,1996,18,59.7903804616174,Very low,Low
CZE,1997,18,59.59845704207,Very low,Low
CZE,1998,18,59.5520679618287,Very low,Low
CZE,1999,18,59.0937587094603,Very low,Low
CZE,2000,18,58.7836999842081,Very low,Low
CZE,2001,18,59.617379636094,Very low,Low
CZE,2002,18,60.4026827508897,Very low,Very low
CZE,2003,18,60.8078128246236,Very low,Very low
CZE,2004,18,60.5372573251002,Very low,Very low
CZE,2005,18,60.9026961375593,Very low,Very low
CZE,2006,18,61.3583107250271,Very low,Very low
CZE,2007,18,61.8923202935468,Very low,Very low
CZE,2008,18,62.3054908565699,Very low,Very low
CZE,2009,18,62.243082842073,Very low,Very low
CZE,2010,18,63.058557543498,Very low,Very low
CZE,2011,18,63.4748186527646,Very low,Very low
CZE,2012,18,63.65941435703,Very low,Very low
CZE,2013,18,64.3821247609858,Very low,Very low
CZE,2014,18,65.1756075303205,Very low,Very low
CZE,2015,18,65.2961644645444,Very low,Very low
CZE,2016,18,64.8927857664957,Very low,Very low
CZE,2017,18,65.2697130785478,Very low,Very low
CZE,2018,17,65.0649398636176,Very low,Very low
CZE,2019,17,64.9332458454159,Very low,Very low
CZE,2020,18,64.5933823947448,Very low,Very low
CZE,2021,18,64.6661795561026,Very low,Very low
CZE,2022,18,64.651308043735,Very low,Very low
CZE,2023,18,64.651308043735,Very low,Very low
CZE,2024,18,64.651308043735,Very low,Very low
CZE,2025,18,64.651308043735,Very low,Very low
DEU,1995,20,65.5808544492594,Low,Very low
DEU,1996,20,65.6394550715252,Low,Very low
DEU,1997,20,65.620555272914,Low,Very low
DEU,1998,20,65.6728154141289,Low,Very low
DEU,1999,20,65.9479502386132,Low,Very low
DEU,2000,20,66.3368286230958,Low,Very low
DEU,2001,20,66.3261278925942,Low,Very low
DEU,2002,20,66.5125063250361,Low,Very low
DEU,2003,20,66.2515573560051,Low,Very low
DEU,2004,20,66.3783031284106,Low,Very low
DEU,2005,20,66.8014957432871,Low,Very low
DEU,2006,20,68.9839689987943,Low,Very low
DEU,2007,20,69.3890188385594,Low,Very low
DEU,2008,20,69.2360663463844,Low,Very low
DEU,2009,20,68.9343475700844,Low,Very low
DEU,2010,20,69.8729831742317,Low,Very low
DEU,2011,20,69.8076039201091,Low,Very low
DEU,2012,20,69.9126384345726,Low,Very low
DEU,2013,20,70.2836827792909,Low,Very low
DEU,2014,20,71.3606186163316,Low,Very low
DEU,2015,20,70.7949528864607,Low,Very low
DEU,2016,20,69.9873265869737,Low,Very low
DEU,2017,21,69.8640057424058,Low,Very low
DEU,2018,20,69.8721110590901,Low,Very low
DEU,2019,21,69.6846299781139,Low,Very low
DEU,2020,21,69.5078949021276,Low,Very low
DEU,2021,21,69.732689071003,Low,Very low
DEU,2022,21,69.482489906852,Low,Very low
DEU,2023,21,69.482489906852,Low,Very low
DEU,2024,21,69.482489906852,Low,Very low
DEU,2025,21,69.482489906852,Low,Very low
DJI,1995,53,40.3452766876692,High,High
DJI,1996,53,40.3445110903954,High,High
DJI,1997,53,40.2731650282268,High,High
DJI,1998,53,40.2205346700142,High,High
DJI,1999,53,40.6278646577566,High,High
DJI,2000,53,41.0310178278557,High,High
DJI,2001,53,41.1480440928281,High,High
DJI,2002,53,40.3309486214777,High,High
DJI,2003,53,39.5750734788544,High,Very high
DJI,2004,53,40.9233603879946,High,High
DJI,2005,53,40.665690451338,High,High
DJI,2006,53,38.5600465063576,High,Very high
DJI,2007,53,39.0633148669941,High,Very high
DJI,2008,53,40.4092699530308,High,High
DJI,2009,53,40.8216314260937,High,High
DJI,2010,53,40.2128334983683,High,High
DJI,2011,53,40.1923778389013,High,High
DJI,2012,53,39.5804496668327,High,Very high
DJI,2013,53,39.7167948972572,High,Very high
DJI,2014,53,40.1047992360907,High,High
DJI,2015,53,39.7854737569815,High,Very high
DJI,2016,53,39.7072759047012,High,Very high
DJI,2017,52,40.839592734778,High,High
DJI,2018,51,41.818799240197,High,High
DJI,2019,51,42.0314704892461,High,High
DJI,2020,49,41.7637699287272,Medium,High
DJI,2021,49,41.1478939463211,Medium,High
DJI,2022,49,41.1227566734789,Medium,High
DJI,2023,49,41.1227566734789,Medium,High
DJI,2024,51,41.1227566734789,High,High
DJI,2025,50,41.1227566734789,High,High
DMA,1995,36,55.7328687479554,Medium,Low
DMA,1996,36,55.5851579170117,Medium,Low
DMA,1997,36,55.7484260038802,Medium,Low
DMA,1998,36,55.8496519778882,Medium,Low
DMA,1999,36,55.6890930730963,Medium,Low
DMA,2000,36,55.5548537051159,Medium,Low
DMA,2001,36,56.0493030474173,Medium,Low
DMA,2002,36,55.4504694648712,Medium,Low
DMA,2003,36,56.0154085576198,Medium,Low
DMA,2004,36,56.0675436384783,Medium,Low
DMA,2005,36,57.9125771841101,Medium,Low
DMA,2006,36,54.9695880958519,Medium,Low
DMA,2007,36,54.834784211602,Medium,Low
DMA,2008,36,54.9320650338461,Medium,Low
DMA,2009,36,54.6880192662018,Medium,Low
DMA,2010,36,54.6836042148233,Medium,Low
DMA,2011,36,54.5427784714586,Medium,Low
DMA,2012,36,54.1602379614221,Medium,Low
DMA,2013,36,54.8451483573442,Medium,Low
DMA,2014,36,55.1430587412265,Medium,Low
DMA,2015,36,55.230544617416,Medium,Low
DMA,2016,36,54.781376481236,Medium,Low
DMA,2017,36,54.9339609171512,Medium,Low
DMA,2018,39,54.8300419068618,Medium,Low
DMA,2019,39,54.2173743358906,Medium,Low
DMA,2020,38,53.4586431990589,Medium,Low
DMA,2021,38,52.9997459062418,Medium,Low
DMA,2022,38,52.9778431456094,Medium,Low
DMA,2023,38,52.9778431456094,Medium,Low
DMA,2024,38,52.9778431456094,Medium,Low
DMA,2025,38,52.9778431456094,Medium,Low
DNK,1995,11,65.3884092372315,Very low,Very low
DNK,1996,11,65.6288618138084,Very low,Very low
DNK,1997,11,65.8232687121511,Very low,Very low
DNK,1998,11,66.1423740876608,Very low,Very low
DNK,1999,11,66.5373927978996,Very low,Very low
DNK,2000,11,66.8273711562598,Very low,Very low
DNK,2001,11,67.0236082145937,Very low,Very low
DNK,2002,11,67.3922558504132,Very low,Very low
DNK,2003,11,67.5291390505353,Very low,Very low
DNK,2004,11,67.8330329137424,Very low,Very low
DNK,2005,11,68.110276167985,Very low,Very low
DNK,2006,11,71.1237773464622,Very low,Very low
DNK,2007,11,71.451855656948,Very low,Very low
DNK,2008,11,71.3510286214658,Very low,Very low
DNK,2009,11,71.1448699713348,Very low,Very low
DNK,2010,11,71.6207660509367,Very low,Very low
DNK,2011,11,72.1592806732062,Very low,Very low
DNK,2012,11,72.3759648977818,Very low,Very low
DNK,2013,11,72.4856083206116,Very low,Very low
DNK,2014,11,72.7310637650302,Very low,Very low
DNK,2015,11,72.7360024371574,Very low,Very low
DNK,2016,11,71.5715452244908,Very low,Very low
DNK,2017,10,71.6091572247035,Very low,Very low
DNK,2018,10,71.3540146934584,Very low,Very low
DNK,2019,10,70.9890671963154,Very low,Very low
DNK,2020,10,71.2459927866754,Very low,Very low
DNK,2021,10,71.1918609054503,Very low,Very low
DNK,2022,10,71.0953047206142,Very low,Very low
DNK,2023,10,71.0953047206142,Very low,Very low
DNK,2024,10,71.0953047206142,Very low,Very low
DNK,2025,10,71.0953047206142,Very low,Very low
DOM,1995,53,43.6719384491371,High,High
DOM,1996,53,43.7076666603356,High,High
DOM,1997,53,43.4716746321055,High,High
DOM,1998,53,43.300003496574,High,High
DOM,1999,53,43.6223510388774,High,High
DOM,2000,53,43.7928480135099,High,High
DOM,2001,53,44.0945806543659,High,High
DOM,2002,53,43.9183999216739,High,High
DOM,2003,53,43.2078751677719,High,High
DOM,2004,53,43.7843736915244,High,High
DOM,2005,53,43.5995344985286,High,High
DOM,2006,53,43.9419947399962,High,High
DOM,2007,53,44.5068349474364,High,High
DOM,2008,53,45.1863745043718,High,Medium
DOM,2009,53,46.0450555038388,High,Medium
DOM,2010,53,45.7268906967661,High,Medium
DOM,2011,53,45.4823277299684,High,Medium
DOM,2012,53,45.9121520514243,High,Medium
DOM,2013,53,45.9557103638707,High,Medium
DOM,2014,53,46.3218179038723,High,Medium
DOM,2015,53,46.259452994902,High,Medium
DOM,2016,53,46.3214405049574,High,Medium
DOM,2017,52,46.1936425383755,High,Medium
DOM,2018,52,46.061902835258,High,Medium
DOM,2019,52,46.158760882738,High,Medium
DOM,2020,52,46.3424100364523,High,Medium
DOM,2021,52,46.6210795614696,High,Medium
DOM,2022,51,46.7333636313101,High,Medium
DOM,2023,51,46.7333636313101,High,Medium
DOM,2024,50,46.7333636313101,High,Medium
DOM,2025,50,46.7333636313101,High,Medium
DZA,1995,38,45.1127923932982,Medium,Medium
DZA,1996,38,45.2254302476797,Medium,Medium
DZA,1997,38,45.1229199417696,Medium,Medium
DZA,1998,38,45.1214090805595,Medium,Medium
DZA,1999,38,45.4517339755475,Medium,Medium
DZA,2000,38,45.731270750393,Medium,Medium
DZA,2001,38,45.9439481612633,Medium,Medium
DZA,2002,38,46.138175054306,Medium,Medium
DZA,2003,38,46.5935630759994,Medium,Medium
DZA,2004,38,47.1752757137895,Medium,Medium
DZA,2005,38,47.3663962059711,Medium,Medium
DZA,2006,38,45.8413458977289,Medium,Medium
DZA,2007,38,45.8536474422821,Medium,Medium
DZA,2008,38,46.0102998590063,Medium,Medium
DZA,2009,38,45.7986578324391,Medium,Medium
DZA,2010,38,45.3119673749583,Medium,Medium
DZA,2011,38,44.849571884504,Medium,High
DZA,2012,38,44.9275170246077,Medium,High
DZA,2013,38,45.6583534457279,Medium,Medium
DZA,2014,38,45.5873205415529,Medium,Medium
DZA,2015,38,45.8095276778573,Medium,Medium
DZA,2016,38,46.3052314161791,Medium,Medium
DZA,2017,38,47.3539746753376,Medium,Medium
DZA,2018,38,47.3612355352363,Medium,Medium
DZA,2019,38,47.3820408433226,Medium,Medium
DZA,2020,38,48.6543516691284,Medium,Medium
DZA,2021,38,48.2741848857991,Medium,Medium
DZA,2022,39,48.6665011319576,Medium,Medium
DZA,2023,39,48.6665011319576,Medium,Medium
DZA,2024,38,48.6665011319576,Medium,Medium
DZA,2025,38,48.6665011319576,Medium,Medium
ECU,1995,50,40.5404587243847,High,High
ECU,1996,50,40.3724399474061,High,High
ECU,1997,50,40.6651065848968,High,High
ECU,1998,50,40.7619854985787,High,High
ECU,1999,50,40.0108999641403,High,High
ECU,2000,50,39.901683430454,High,Very high
ECU,2001,50,39.8118711768656,High,Very high
ECU,2002,50,39.5886505254829,High,Very high
ECU,2003,50,39.9725812185725,High,Very high
ECU,2004,50,40.4124451534464,High,High
ECU,2005,50,40.3920409876282,High,High
ECU,2006,50,40.2250073202527,High,High
ECU,2007,50,40.5362726844177,High,High
ECU,2008,50,40.9113794360366,High,High
ECU,2009,50,40.8680404060976,High,High
ECU,2010,50,40.8324065513982,High,High
ECU,2011,50,41.2384592394575,High,High
ECU,2012,50,41.5214895379439,High,High
ECU,2013,50,41.8396478092928,High,High
ECU,2014,50,42.413305374562,High,High
ECU,2015,50,42.1580066713127,High,High
ECU,2016,50,43.241034883243,High,High
ECU,2017,50,43.7253803371008,High,High
ECU,2018,50,44.008071657911,High,High
ECU,2019,49,44.2070890297299,Medium,High
ECU,2020,48,43.8507309258942,Medium,High
ECU,2021,48,44.1388583451711,Medium,High
ECU,2022,48,44.0762831128738,Medium,High
ECU,2023,48,44.0762831128738,Medium,High
ECU,2024,49,44.0762831128738,Medium,High
ECU,2025,49,44.0762831128738,Medium,High
EGY,1995,48,45.5916323049754,Medium,Medium
EGY,1996,48,45.5782252948569,Medium,Medium
EGY,1997,48,45.6242013066509,Medium,Medium
EGY,1998,48,45.8742808147838,Medium,Medium
EGY,1999,48,45.8605977597447,Medium,Medium
EGY,2000,48,45.872740663701,Medium,Medium
EGY,2001,48,45.7258318181703,Medium,Medium
EGY,2002,48,45.673089157929,Medium,Medium
EGY,2003,48,45.32003286138,Medium,Medium
EGY,2004,48,45.3516485770355,Medium,Medium
EGY,2005,48,45.1046285820882,Medium,Medium
EGY,2006,48,43.2953103928741,Medium,High
EGY,2007,48,43.8988958457549,Medium,High
EGY,2008,48,45.385575381659,Medium,Medium
EGY,2009,48,46.0564890756119,Medium,Medium
EGY,2010,48,46.3796125710673,Medium,Medium
EGY,2011,48,45.9056371255058,Medium,Medium
EGY,2012,48,46.19326719078,Medium,Medium
EGY,2013,48,45.9425104519531,Medium,Medium
EGY,2014,48,46.1393424646184,Medium,Medium
EGY,2015,48,46.1891059849646,Medium,Medium
EGY,2016,48,45.8609421923925,Medium,Medium
EGY,2017,47,46.4521761634388,Medium,Medium
EGY,2018,48,46.8623261637227,Medium,Medium
EGY,2019,47,47.1345560159174,Medium,Medium
EGY,2020,47,47.3591369957734,Medium,Medium
EGY,2021,47,47.6186465279365,Medium,Medium
EGY,2022,47,47.5894206662017,Medium,Medium
EGY,2023,47,47.5894206662017,Medium,Medium
EGY,2024,46,47.5894206662017,Medium,Medium
EGY,2025,46,47.5894206662017,Medium,Medium
ERI,1995,50,35.9948572696095,High,Very high
ERI,1996,50,36.078225936266,High,Very high
ERI,1997,50,36.3220081074331,High,Very high
ERI,1998,50,36.4299745173392,High,Very high
ERI,1999,50,36.4753393582287,High,Very high
ERI,2000,50,36.5408320739129,High,Very high
ERI,2001,50,35.8045122033694,High,Very high
ERI,2002,50,35.3388555532179,High,Very high
ERI,2003,50,33.5696586798848,High,Very high
ERI,2004,50,33.3327027859848,High,Very high
ERI,2005,50,31.6827134730537,High,Very high
ERI,2006,50,30.1966101022498,High,Very high
ERI,2007,50,29.9651213741789,High,Very high
ERI,2008,50,30.2051761362698,High,Very high
ERI,2009,50,29.9162457479047,High,Very high
ERI,2010,50,29.5072713749848,High,Very high
ERI,2011,50,29.5807086765721,High,Very high
ERI,2012,50,29.6568166821472,High,Very high
ERI,2013,50,29.4167550286414,High,Very high
ERI,2014,50,29.7121666178867,High,Very high
ERI,2015,50,29.3633369546394,High,Very high
ERI,2016,50,30.882790398015,High,Very high
ERI,2017,51,30.3916455732922,High,Very high
ERI,2018,50,30.4170556565479,High,Very high
ERI,2019,49,30.4225395197158,Medium,Very high
ERI,2020,49,30.6878114487078,Medium,Very high
ERI,2021,48,30.7711686182722,Medium,Very high
ERI,2022,49,30.6462464528392,Medium,Very high
ERI,2023,48,30.6462464528392,Medium,Very high
ERI,2024,48,30.6462464528392,Medium,Very high
ERI,2025,48,30.6462464528392,Medium,Very high
ESP,1995,25,58.8567975794499,Low,Low
ESP,1996,25,59.0787458695746,Low,Low
ESP,1997,25,59.3258321117468,Low,Low
ESP,1998,25,59.5428971423179,Low,Low
ESP,1999,25,60.0840253630875,Low,Very low
ESP,2000,25,60.7541235216508,Low,Very low
ESP,2001,25,60.7727309726734,Low,Very low
ESP,2002,25,60.8658010544071,Low,Very low
ESP,2003,25,60.9393236559637,Low,Very low
ESP,2004,25,60.9177974630889,Low,Very low
ESP,2005,25,61.2409001754761,Low,Very low
ESP,2006,25,61.7045968091199,Low,Very low
ESP,2007,25,61.8762174156937,Low,Very low
ESP,2008,25,61.8795414120013,Low,Very low
ESP,2009,25,61.4260383195945,Low,Very low
ESP,2010,25,61.235525709801,Low,Very low
ESP,2011,25,61.616922572609,Low,Very low
ESP,2012,25,61.8099542473629,Low,Very low
ESP,2013,25,61.8849239540033,Low,Very low
ESP,2014,25,62.2259449508225,Low,Very low
ESP,2015,25,62.398006311665,Low,Very low
ESP,2016,25,62.3709601950565,Low,Very low
ESP,2017,25,62.6483646741481,Low,Very low
ESP,2018,25,62.416484752347,Low,Very low
ESP,2019,25,62.2929675879414,Low,Very low
ESP,2020,25,62.1538356866688,Low,Very low
ESP,2021,25,62.3265932393994,Low,Very low
ESP,2022,25,61.9447169488168,Low,Very low
ESP,2023,25,61.9447169488168,Low,Very low
ESP,2024,25,61.9447169488168,Low,Very low
ESP,2025,25,61.9447169488168,Low,Very low
EST,1995,15,55.7168662106993,Very low,Low
EST,1996,15,55.9899003849604,Very low,Low
EST,1997,15,56.0892424947372,Very low,Low
EST,1998,15,55.7787706153916,Very low,Low
EST,1999,15,56.1883231082644,Very low,Low
EST,2000,15,56.7952041627491,Very low,Low
EST,2001,15,57.1054516960445,Very low,Low
EST,2002,15,57.4982189879611,Very low,Low
EST,2003,15,57.7418463669285,Very low,Low
EST,2004,15,58.152291118528,Very low,Low
EST,2005,15,58.8353272487926,Very low,Low
EST,2006,15,62.1525003569851,Very low,Very low
EST,2007,15,62.6458800537468,Very low,Very low
EST,2008,15,63.2469081443429,Very low,Very low
EST,2009,15,63.2437462888124,Very low,Very low
EST,2010,15,63.7071099588693,Very low,Very low
EST,2011,15,63.574007336949,Very low,Very low
EST,2012,15,63.0124359958191,Very low,Very low
EST,2013,15,63.723884430882,Very low,Very low
EST,2014,15,65.2766222044063,Very low,Very low
EST,2015,15,65.0477967156321,Very low,Very low
EST,2016,15,63.9994498979755,Very low,Very low
EST,2017,15,64.0989923120853,Very low,Very low
EST,2018,16,64.031525253038,Very low,Very low
EST,2019,15,64.2563070563784,Very low,Very low
EST,2020,15,64.0276426307259,Very low,Very low
EST,2021,14,64.473626717757,Very low,Very low
EST,2022,14,64.5164233669762,Very low,Very low
EST,2023,14,64.5164233669762,Very low,Very low
EST,2024,14,64.5164233669762,Very low,Very low
EST,2025,14,64.5164233669762,Very low,Very low
ETH,1995,52,34.21959177936,High,Very high
ETH,1996,52,34.5004651524101,High,Very high
ETH,1997,52,34.9972000493721,High,Very high
ETH,1998,52,35.2431078306232,High,Very high
ETH,1999,52,35.1537768890671,High,Very high
ETH,2000,52,35.1060525708155,High,Very high
ETH,2001,52,35.0088586810459,High,Very high
ETH,2002,52,35.4835589073011,High,Very high
ETH,2003,52,35.2550129496876,High,Very high
ETH,2004,52,35.2471542246426,High,Very high
ETH,2005,52,34.8421303645323,High,Very high
ETH,2006,52,34.6156967515343,High,Very high
ETH,2007,52,34.8542416350779,High,Very high
ETH,2008,52,34.7088119619961,High,Very high
ETH,2009,52,34.8904002725102,High,Very high
ETH,2010,52,35.1335422825537,High,Very high
ETH,2011,52,35.2710009020206,High,Very high
ETH,2012,52,35.4016777291668,High,Very high
ETH,2013,52,35.9237404474441,High,Very high
ETH,2014,52,36.2239236882685,High,Very high
ETH,2015,52,36.8954573858358,High,Very high
ETH,2016,52,37.9974816777827,High,Very high
ETH,2017,51,37.7002621744928,High,Very high
ETH,2018,51,38.9629646681592,High,Very high
ETH,2019,50,39.5700317432266,High,Very high
ETH,2020,50,39.0026222871872,High,Very high
ETH,2021,50,38.4686688161388,High,Very high
ETH,2022,50,38.6948716459445,High,Very high
ETH,2023,50,38.6948716459445,High,Very high
ETH,2024,50,38.6948716459445,High,Very high
ETH,2025,50,38.6948716459445,High,Very high
FIN,1995,15,67.986939165863,Very low,Very low
FIN,1996,15,68.0386217494529,Very low,Very low
FIN,1997,15,68.2406742033413,Very low,Very low
FIN,1998,15,68.6598050593682,Very low,Very low
FIN,1999,15,69.0312633298693,Very low,Very low
FIN,2000,15,69.1640832188916,Very low,Very low
FIN,2001,15,69.4108953774253,Very low,Very low
FIN,2002,15,69.7503628775823,Very low,Very low
FIN,2003,15,69.8500191373399,Very low,Very low
FIN,2004,15,69.7272356261884,Very low,Very low
FIN,2005,15,70.3857111494708,Very low,Very low
FIN,2006,15,72.2234091163256,Very low,Very low
FIN,2007,15,72.2682206308391,Very low,Very low
FIN,2008,15,72.4617116821799,Very low,Very low
FIN,2009,15,72.3129233860446,Very low,Very low
FIN,2010,15,72.9056170948255,Very low,Very low
FIN,2011,15,72.8900349824443,Very low,Very low
FIN,2012,15,73.4287091535702,Very low,Very low
FIN,2013,15,73.4870240705581,Very low,Very low
FIN,2014,15,73.9135869096265,Very low,Very low
FIN,2015,15,73.1260164372646,Very low,Very low
FIN,2016,15,72.2460721367458,Very low,Very low
FIN,2017,15,72.3085172354812,Very low,Very low
FIN,2018,15,72.1239843927086,Very low,Very low
FIN,2019,15,72.43211078894,Very low,Very low
FIN,2020,15,72.7561335969683,Very low,Very low
FIN,2021,15,73.0556392877596,Very low,Very low
FIN,2022,15,72.9382595862857,Very low,Very low
FIN,2023,15,72.9382595862857,Very low,Very low
FIN,2024,15,72.9382595862857,Very low,Very low
FIN,2025,15,72.9382595862857,Very low,Very low
FJI,1995,36,43.2161219272038,Medium,High
FJI,1996,36,43.1718768066762,Medium,High
FJI,1997,36,43.2531428263449,Medium,High
FJI,1998,36,43.2618036877955,Medium,High
FJI,1999,36,42.6414838419041,Medium,High
FJI,2000,36,42.0407318278538,Medium,High
FJI,2001,36,42.4231661488205,Medium,High
FJI,2002,36,43.0964204188673,Medium,High
FJI,2003,36,42.8629773367043,Medium,High
FJI,2004,36,42.5831912840869,Medium,High
FJI,2005,36,43.326953793958,Medium,High
FJI,2006,36,45.3759432986848,Medium,Medium
FJI,2007,36,45.4782819756828,Medium,Medium
FJI,2008,36,45.1928222148429,Medium,Medium
FJI,2009,36,44.0343622653056,Medium,High
FJI,2010,36,44.7555518462802,Medium,High
FJI,2011,36,45.5320719187342,Medium,Medium
FJI,2012,36,45.5006265140837,Medium,Medium
FJI,2013,36,45.7120955488405,Medium,Medium
FJI,2014,36,47.1934574412063,Medium,Medium
FJI,2015,36,47.5466955218423,Medium,Medium
FJI,2016,36,48.1400285793741,Medium,Medium
FJI,2017,36,48.8627181231045,Medium,Medium
FJI,2018,34,49.1726793759836,Low,Medium
FJI,2019,32,51.4813100154009,Low,Low
FJI,2020,32,51.1274816433967,Low,Low
FJI,2021,32,50.9162353133256,Low,Low
FJI,2022,33,50.8963409782399,Low,Low
FJI,2023,33,50.8963409782399,Low,Low
FJI,2024,33,50.8963409782399,Low,Low
FJI,2025,33,50.8963409782399,Low,Low
FRA,1995,24,63.8991883034281,Low,Very low
FRA,1996,24,64.0787224462856,Low,Very low
FRA,1997,24,64.0176829013566,Low,Very low
FRA,1998,24,63.8940219913677,Low,Very low
FRA,1999,24,64.0870000038346,Low,Very low
FRA,2000,24,64.1965619018003,Low,Very low
FRA,2001,24,64.3200556459903,Low,Very low
FRA,2002,24,64.2350716388454,Low,Very low
FRA,2003,24,64.2485680995137,Low,Very low
FRA,2004,24,64.6046689499479,Low,Very low
FRA,2005,24,64.7438265211306,Low,Very low
FRA,2006,24,65.6953095807801,Low,Very low
FRA,2007,24,66.6425843272759,Low,Very low
FRA,2008,24,66.8624240831374,Low,Very low
FRA,2009,24,67.0483259561626,Low,Very low
FRA,2010,24,67.8797502804357,Low,Very low
FRA,2011,24,67.7434127414611,Low,Very low
FRA,2012,24,67.7528137236056,Low,Very low
FRA,2013,24,67.601527786375,Low,Very low
FRA,2014,24,68.1537434089723,Low,Very low
FRA,2015,24,68.1059165259704,Low,Very low
FRA,2016,24,67.5364666507052,Low,Very low
FRA,2017,24,67.8062384066021,Low,Very low
FRA,2018,23,67.7258621382238,Low,Very low
FRA,2019,23,68.3441092970479,Low,Very low
FRA,2020,23,67.4949095807853,Low,Very low
FRA,2021,24,67.9252970258852,Low,Very low
FRA,2022,23,67.7259781902156,Low,Very low
FRA,2023,24,67.7259781902156,Low,Very low
FRA,2024,24,67.7259781902156,Low,Very low
FRA,2025,24,67.7259781902156,Low,Very low
FSM,1995,34,34.8932603017021,Low,Very high
FSM,1996,34,34.9418150039571,Low,Very high
FSM,1997,34,35.0096037636469,Low,Very high
FSM,1998,34,35.1002005675952,Low,Very high
FSM,1999,34,35.1465329221963,Low,Very high
FSM,2000,34,35.1961086707883,Low,Very high
FSM,2001,34,35.3176877964459,Low,Very high
FSM,2002,34,35.4094906746416,Low,Very high
FSM,2003,34,35.3610140716912,Low,Very high
FSM,2004,34,35.9682929487081,Low,Very high
FSM,2005,34,35.8299414062307,Low,Very high
FSM,2006,34,36.3754621929839,Low,Very high
FSM,2007,34,36.2739346221301,Low,Very high
FSM,2008,34,35.5713746980578,Low,Very high
