iso3,Year,inform_ph,gain,inform_ph_class,gain_class
AGO,2009,45,35.1595875599077,Medium,Very high
AGO,2010,45,34.3683329055388,Medium,Very high
AGO,2011,45,34.3182658672103,Medium,Very high
AGO,2012,45,35.1094419116591,Medium,Very high
AGO,2013,45,35.45180390657,Medium,Very high
AGO,2014,45,35.6044072621265,Medium,Very high
AGO,2015,45,35.2905201955437,Medium,Very high
AGO,2016,45,36.6323810028464,Medium,Very high
AGO,2017,43,36.7046051075519,Medium,Very high
AGO,2018,43,37.1630256426943,Medium,Very high
AGO,2019,43,37.3478596933287,Medium,Very high
AGO,2020,42,37.3588793455526,Medium,Very high
AGO,2021,42,37.8705868667708,Medium,Very high
AGO,2022,42,38.0795161577184,Medium,Very high
AGO,2023,42,38.0795161577184,Medium,Very high
AGO,2024,42,38.0795161577184,Medium,Very high
AGO,2025,42,38.0795161577184,Medium,Very high
ALB,1995,47,43.6766225738957,Medium,High
ALB,1996,47,43.659503355493,Medium,High
ALB,1997,47,43.5966492647092,Medium,High
ALB,1998,47,43.3429570855437,Medium,High
ALB,1999,47,43.0515035819729,Medium,High
ALB,2000,47,43.1910093914019,Medium,High
ALB,2001,47,43.4112235625904,Medium,High
ALB,2002,47,43.8335228821676,Medium,High
ALB,2003,47,43.8075365762798,Medium,High
ALB,2004,47,44.4792637611005,Medium,High
ALB,2005,47,44.1211078476597,Medium,High
ALB,2006,47,43.5942712664272,Medium,High
ALB,2007,47,44.2474539422846,Medium,High
ALB,2008,47,45.0389080514397,Medium,Medium
ALB,2009,47,46.04021755015,Medium,Medium
ALB,2010,47,46.5719257187394,Medium,Medium
ALB,2011,47,46.628944791363,Medium,Medium
ALB,2012,47,47.4077913807324,Medium,Medium
ALB,2013,47,48.0351586693694,Medium,Medium
ALB,2014,47,49.5066756219066,Medium,Medium
ALB,2015,47,49.9631991831761,Medium,Medium
ALB,2016,47,49.6255283905599,Medium,Medium
ALB,2017,47,49.5751526815344,Medium,Medium
ALB,2018,46,50.1005898519446,Medium,Low
ALB,2019,46,50.0257068551729,Medium,Low
ALB,2020,47,50.3446071978307,Medium,Low
ALB,2021,47,51.1877917185498,Medium,Low
ALB,2022,46,51.7571799900884,Medium,Low
ALB,2023,46,51.7571799900884,Medium,Low
ALB,2024,46,51.7571799900884,Medium,Low
ALB,2025,46,51.7571799900884,Medium,Low
AND,1995,,,,
AND,1996,,,,
AND,1997,,,,
AND,1998,,,,
AND,1999,,,,
AND,2000,,,,
AND,2001,,,,
AND,2002,,,,
AND,2003,,,,
AND,2004,,,,
AND,2005,,,,
AND,2006,,,,
AND,2007,,,,
AND,2008,,,,
AND,2009,,,,
AND,2010,,,,
AND,2011,,,,
AND,2012,,,,
AND,2013,,,,
AND,2014,,,,
AND,2015,,,,
AND,2016,,,,
AND,2017,,,,
AND,2018,,,,
AND,2019,,,,
AND,2020,,,,
AND,2021,,,,
AND,2022,,,,
ARE,1995,23,49.3005658708167,Low,Medium
ARE,1996,23,49.3364214123888,Low,Medium
ARE,1997,23,49.3967336582566,Low,Medium
ARE,1998,23,49.5301180400754,Low,Medium
ARE,1999,23,49.7794334580475,Low,Medium
ARE,2000,23,50.118683157599,Low,Low
ARE,2001,23,50.9827572842843,Low,Low
ARE,2002,23,51.7884666832081,Low,Low
ARE,2003,23,51.1373831378722,Low,Low
ARE,2004,23,51.2548053054659,Low,Low
ARE,2005,23,51.8117090101913,Low,Low
ARE,2006,23,53.778536055873,Low,Low
ARE,2007,23,54.1845399075374,Low,Low
ARE,2008,23,54.2516990358212,Low,Low
ARE,2009,23,53.9789815915327,Low,Low
ARE,2010,23,55.2869924770583,Low,Low
ARE,2011,23,55.9649132219692,Low,Low
ARE,2012,23,56.4221371203735,Low,Low
ARE,2013,23,57.7283717796687,Low,Low
ARE,2014,23,58.9787424812743,Low,Low
ARE,2015,23,59.065011553257,Low,Low
ARE,2016,23,58.3962341390979,Low,Low
ARE,2017,23,58.7499919626093,Low,Low
ARE,2018,23,58.8224689130535,Low,Low
ARE,2019,23,58.9929070334848,Low,Low
ARE,2020,23,59.9671605119507,Low,Low
ARE,2021,23,60.1621657654257,Low,Very low
ARE,2022,23,60.2745889075043,Low,Very low
ARE,2023,23,60.2745889075043,Low,Very low
ARE,2024,23,60.2745889075043,Low,Very low
ARE,2025,23,60.2745889075043,Low,Very low
ARG,1995,36,49.1027537489918,Medium,Medium
ARG,1996,36,49.2486823694183,Medium,Medium
ARG,1997,36,48.9824008169866,Medium,Medium
ARG,1998,36,48.8018290636085,Medium,Medium
ARG,1999,36,48.8457249385204,Medium,Medium
ARG,2000,36,48.9528342064738,Medium,Medium
ARG,2001,36,47.5996676889077,Medium,Medium
ARG,2002,36,46.6253248051265,Medium,Medium
ARG,2003,36,47.2125678925815,Medium,Medium
ARG,2004,36,47.1361757106643,Medium,Medium
ARG,2005,36,48.5272971876445,Medium,Medium
ARG,2006,36,47.400722499398,Medium,Medium
ARG,2007,36,47.9836882743348,Medium,Medium
ARG,2008,36,47.6045555965812,Medium,Medium
ARG,2009,36,47.483564405645,Medium,Medium
ARG,2010,36,47.9457688208132,Medium,Medium
ARG,2011,36,48.036248485189,Medium,Medium
ARG,2012,36,47.7785865036977,Medium,Medium
ARG,2013,36,47.365009968074,Medium,Medium
ARG,2014,36,46.946743204752,Medium,Medium
ARG,2015,36,47.1286098001484,Medium,Medium
ARG,2016,36,48.8852800945864,Medium,Medium
ARG,2017,36,49.0291682230655,Medium,Medium
ARG,2018,36,50.22120353164,Medium,Low
ARG,2019,36,50.2136238525796,Medium,Low
ARG,2020,36,50.5762798213528,Medium,Low
ARG,2021,38,50.2155828807184,Medium,Low
ARG,2022,37,50.2061022069771,Medium,Low
ARG,2023,37,50.2061022069771,Medium,Low
ARG,2024,37,50.2061022069771,Medium,Low
ARG,2025,37,50.2061022069771,Medium,Low
ARM,1995,43,48.7226174038474,Medium,Medium
ARM,1996,43,49.0336582567076,Medium,Medium
ARM,1997,43,48.5293426641456,Medium,Medium
ARM,1998,43,49.0296650869005,Medium,Medium
ARM,1999,43,49.530760139281,Medium,Medium
ARM,2000,43,49.6498563017512,Medium,Medium
ARM,2001,43,49.8479397162873,Medium,Medium
ARM,2002,43,51.598346593125,Medium,Low
ARM,2003,43,52.307056896395,Medium,Low
ARM,2004,43,51.5897296261789,Medium,Low
ARM,2005,43,52.4642048568712,Medium,Low
ARM,2006,43,51.7336103026056,Medium,Low
ARM,2007,43,51.9877573779507,Medium,Low
ARM,2008,43,53.3062666187024,Medium,Low
ARM,2009,43,53.0583570780132,Medium,Low
ARM,2010,43,53.3901028234637,Medium,Low
ARM,2011,43,53.3422332107256,Medium,Low
ARM,2012,43,53.7307673580268,Medium,Low
ARM,2013,43,54.5285274051253,Medium,Low
ARM,2014,43,55.3902817254981,Medium,Low
ARM,2015,43,55.7320346927461,Medium,Low
ARM,2016,43,56.2112088716829,Medium,Low
ARM,2017,43,56.3281285065245,Medium,Low
ARM,2018,42,56.5222085593684,Medium,Low
ARM,2019,42,57.0300297956402,Medium,Low
ARM,2020,41,56.601895317088,Medium,Low
ARM,2021,41,56.9206062876871,Medium,Low
ARM,2022,41,56.9507577620642,Medium,Low
ARM,2023,41,56.9507577620642,Medium,Low
ARM,2024,41,56.9507577620642,Medium,Low
ARM,2025,41,56.9507577620642,Medium,Low
ATG,1995,36,48.4474382910899,Medium,Medium
ATG,1996,36,48.490284725591,Medium,Medium
ATG,1997,36,48.5804725748701,Medium,Medium
ATG,1998,36,48.6250720071502,Medium,Medium
ATG,1999,36,48.6419044588263,Medium,Medium
ATG,2000,36,48.7640388806855,Medium,Medium
ATG,2001,36,48.8664876788492,Medium,Medium
ATG,2002,36,49.105106797552,Medium,Medium
ATG,2003,36,49.3091086245702,Medium,Medium
ATG,2004,36,49.3592454068968,Medium,Medium
ATG,2005,36,49.9751530717745,Medium,Medium
ATG,2006,36,49.1746289054824,Medium,Medium
ATG,2007,36,49.3482949889379,Medium,Medium
ATG,2008,36,49.7134904049035,Medium,Medium
ATG,2009,36,49.9031841138951,Medium,Medium
ATG,2010,36,50.3062842933553,Medium,Low
ATG,2011,36,49.862102508436,Medium,Medium
ATG,2012,36,50.105227004793,Medium,Low
ATG,2013,36,50.0206526099809,Medium,Low
ATG,2014,36,49.1799802202366,Medium,Medium
ATG,2015,36,49.3458255678989,Medium,Medium
ATG,2016,36,49.1242235153955,Medium,Medium
ATG,2017,36,48.2905226743238,Medium,Medium
ATG,2018,35,48.8047513229144,Medium,Medium
ATG,2019,36,49.295450678971,Medium,Medium
ATG,2020,33,49.061621939544,Low,Medium
ATG,2021,33,48.854872777506,Low,Medium
ATG,2022,33,49.0753984025133,Low,Medium
ATG,2023,33,49.0753984025133,Low,Medium
ATG,2024,33,49.0753984025133,Low,Medium
ATG,2025,33,49.0753984025133,Low,Medium
AUS,1995,28,63.5461485917743,Low,Very low
AUS,1996,28,63.1235751678114,Low,Very low
AUS,1997,28,63.1590671603238,Low,Very low
AUS,1998,28,63.3421916765062,Low,Very low
AUS,1999,28,63.6887810736361,Low,Very low
AUS,2000,28,64.1001168796397,Low,Very low
AUS,2001,28,64.430639730845,Low,Very low
AUS,2002,28,64.5517167102932,Low,Very low
AUS,2003,28,64.83830395083,Low,Very low
AUS,2004,28,65.3524270242642,Low,Very low
AUS,2005,28,65.6036204974382,Low,Very low
AUS,2006,28,67.8211618843713,Low,Very low
AUS,2007,28,68.2088552101519,Low,Very low
AUS,2008,28,68.6695084856549,Low,Very low
AUS,2009,28,68.2734302652881,Low,Very low
AUS,2010,28,68.6677255257306,Low,Very low
AUS,2011,28,68.8754890352894,Low,Very low
AUS,2012,28,69.0181821850517,Low,Very low
AUS,2013,28,69.6248779616424,Low,Very low
AUS,2014,28,69.734849814793,Low,Very low
AUS,2015,28,69.5412770789528,Low,Very low
AUS,2016,28,69.467066144056,Low,Very low
AUS,2017,28,68.9463365909089,Low,Very low
AUS,2018,28,69.7871479722107,Low,Very low
AUS,2019,28,69.8486426376574,Low,Very low
AUS,2020,28,69.1973974398552,Low,Very low
AUS,2021,28,69.7842235177043,Low,Very low
AUS,2022,28,69.5474154632604,Low,Very low
AUS,2023,28,69.5474154632604,Low,Very low
AUS,2024,28,69.5474154632604,Low,Very low
AUS,2025,28,69.5474154632604,Low,Very low
AUT,1995,19,64.8845245690395,Very low,Very low
AUT,1996,19,65.1708535324949,Very low,Very low
AUT,1997,19,65.302465550402,Very low,Very low
AUT,1998,19,65.3246588860909,Very low,Very low
AUT,1999,19,65.6283060371629,Very low,Very low
AUT,2000,19,65.8571715923912,Very low,Very low
AUT,2001,19,66.2867380629465,Very low,Very low
AUT,2002,19,66.5867518162838,Very low,Very low
AUT,2003,19,66.4464911691156,Very low,Very low
AUT,2004,19,66.7651227712049,Very low,Very low
AUT,2005,19,67.2262281831431,Very low,Very low
AUT,2006,19,68.7299184210766,Very low,Very low
AUT,2007,19,69.369451362151,Very low,Very low
AUT,2008,19,69.2109296494523,Very low,Very low
AUT,2009,19,68.3629231373808,Very low,Very low
AUT,2010,19,68.7964337864733,Very low,Very low
AUT,2011,19,68.7689193233602,Very low,Very low
AUT,2012,19,69.2193054505017,Very low,Very low
AUT,2013,19,69.8937954309952,Very low,Very low
AUT,2014,19,70.4328802148479,Very low,Very low
AUT,2015,19,70.4106839192681,Very low,Very low
AUT,2016,19,69.6161077179658,Very low,Very low
AUT,2017,20,69.8126066735703,Low,Very low
AUT,2018,20,69.859410986684,Low,Very low
AUT,2019,20,69.6054258148351,Low,Very low
AUT,2020,20,69.6198937511063,Low,Very low
AUT,2021,20,69.6100323122153,Low,Very low
AUT,2022,20,68.9853999228889,Low,Very low
AUT,2023,20,68.9853999228889,Low,Very low
AUT,2024,20,68.9853999228889,Low,Very low
AUT,2025,20,68.9853999228889,Low,Very low
AZE,1995,45,43.0688286510155,Medium,High
AZE,1996,45,42.9244939333853,Medium,High
AZE,1997,45,43.5206814785272,Medium,High
AZE,1998,45,43.8410269892316,Medium,High
AZE,1999,45,43.7936189615543,Medium,High
AZE,2000,45,43.8337367410047,Medium,High
AZE,2001,45,44.5342027978323,Medium,High
AZE,2002,45,46.5821437464066,Medium,Medium
AZE,2003,45,46.9413724378342,Medium,Medium
AZE,2004,45,47.3054228489516,Medium,Medium
AZE,2005,45,47.805990802435,Medium,Medium
AZE,2006,45,45.5420976387473,Medium,Medium
AZE,2007,45,45.7102721000962,Medium,Medium
AZE,2008,45,45.7640381081564,Medium,Medium
AZE,2009,45,47.6419031012733,Medium,Medium
AZE,2010,45,47.1342072210778,Medium,Medium
AZE,2011,45,47.4669682620067,Medium,Medium
AZE,2012,45,47.3370276225268,Medium,Medium
AZE,2013,45,48.6041874001087,Medium,Medium
AZE,2014,45,49.921175888064,Medium,Medium
AZE,2015,45,50.4049849331212,Medium,Low
AZE,2016,45,51.3455486930165,Medium,Low
AZE,2017,44,50.7799290243846,Medium,Low
AZE,2018,44,50.985838663918,Medium,Low
AZE,2019,45,52.0364359948625,Medium,Low
AZE,2020,45,51.2724849450513,Medium,Low
AZE,2021,45,51.9556470120188,Medium,Low
AZE,2022,43,51.7503446533195,Medium,Low
AZE,2023,45,51.7503446533195,Medium,Low
AZE,2024,45,51.7503446533195,Medium,Low
AZE,2025,45,51.7503446533195,Medium,Low
BDI,1995,47,34.6481713296448,Medium,Very high
BDI,1996,47,34.7588816609228,Medium,Very high
BDI,1997,47,34.703242664644,Medium,Very high
BDI,1998,47,34.6898193424036,Medium,Very high
BDI,1999,47,35.2386673877684,Medium,Very high
BDI,2000,47,35.2268280159503,Medium,Very high
BDI,2001,47,34.1554508523242,Medium,Very high
BDI,2002,47,34.6133137281187,Medium,Very high
BDI,2003,47,34.3948322166123,Medium,Very high
BDI,2004,47,34.1950266504906,Medium,Very high
BDI,2005,47,34.4027953382129,Medium,Very high
BDI,2006,47,32.8552828286392,Medium,Very high
BDI,2007,47,33.1155638958342,Medium,Very high
BDI,2008,47,33.1671166276716,Medium,Very high
BDI,2009,47,33.0280647784682,Medium,Very high
BDI,2010,47,31.9805379519719,Medium,Very high
BDI,2011,47,31.4107597579021,Medium,Very high
BDI,2012,47,31.2596298905271,Medium,Very high
BDI,2013,47,33.3320926628558,Medium,Very high
BDI,2014,47,35.8035107488394,Medium,Very high
BDI,2015,47,34.9302040233456,Medium,Very high
BDI,2016,47,35.2914425732789,Medium,Very high
BDI,2017,45,35.3279343744256,Medium,Very high
BDI,2018,46,35.3329239666924,Medium,Very high
BDI,2019,46,35.3684941195363,Medium,Very high
BDI,2020,45,35.2469645592459,Medium,Very high
BDI,2021,45,35.6102940890594,Medium,Very high
BDI,2022,45,35.8995885941324,Medium,Very high
BDI,2023,46,35.8995885941324,Medium,Very high
BDI,2024,46,35.8995885941324,Medium,Very high
BDI,2025,46,35.8995885941324,Medium,Very high
BEL,1995,18,59.3739937365219,Very low,Low
BEL,1996,18,59.6578362566647,Very low,Low
BEL,1997,18,59.5642109646137,Very low,Low
BEL,1998,18,59.0557627970236,Very low,Low
BEL,1999,18,59.1484114785876,Very low,Low
BEL,2000,18,59.5096119445344,Very low,Low
BEL,2001,18,59.6926351259933,Very low,Low
BEL,2002,18,60.189171048152,Very low,Very low
BEL,2003,18,59.7683494619216,Very low,Low
BEL,2004,18,60.0401616879368,Very low,Very low
BEL,2005,18,59.8009037916314,Very low,Low
BEL,2006,18,61.0513966989253,Very low,Very low
BEL,2007,18,61.2960767441989,Very low,Very low
BEL,2008,18,61.7068907820915,Very low,Very low
BEL,2009,18,62.131116472408,Very low,Very low
BEL,2010,18,61.7142128191692,Very low,Very low
BEL,2011,18,62.0714072767252,Very low,Very low
BEL,2012,18,62.486318812143,Very low,Very low
BEL,2013,18,62.8488382141767,Very low,Very low
BEL,2014,18,63.6129462244,Very low,Very low
BEL,2015,18,63.5626235731227,Very low,Very low
BEL,2016,18,63.2456319628912,Very low,Very low
BEL,2017,19,62.8993152568579,Very low,Very low
BEL,2018,19,62.3882785897543,Very low,Very low
BEL,2019,19,62.8299605570111,Very low,Very low
BEL,2020,20,63.1991161934602,Low,Very low
BEL,2021,19,63.5606806953095,Very low,Very low
BEL,2022,19,63.4522143001805,Very low,Very low
BEL,2023,19,63.4522143001805,Very low,Very low
BEL,2024,19,63.4522143001805,Very low,Very low
BEL,2025,19,63.4522143001805,Very low,Very low
BEN,1995,48,38.9421058731812,Medium,Very high
BEN,1996,48,38.7964931827784,Medium,Very high
BEN,1997,48,38.7558848781141,Medium,Very high
BEN,1998,48,38.722641834812,Medium,Very high
BEN,1999,48,38.6563308902317,Medium,Very high
BEN,2000,48,38.5947576964422,Medium,Very high
BEN,2001,48,38.1332047838263,Medium,Very high
BEN,2002,48,37.8525093484,Medium,Very high
BEN,2003,48,38.055202855168,Medium,Very high
BEN,2004,48,37.7989640137425,Medium,Very high
BEN,2005,48,36.9256293537815,Medium,Very high
BEN,2006,48,36.115039861764,Medium,Very high
BEN,2007,48,36.4326540529512,Medium,Very high
BEN,2008,48,35.8460099895477,Medium,Very high
BEN,2009,48,35.4231882757826,Medium,Very high
BEN,2010,48,34.2776096148541,Medium,Very high
BEN,2011,48,34.6753828869674,Medium,Very high
BEN,2012,48,34.6156506841967,Medium,Very high
BEN,2013,48,35.3029581001397,Medium,Very high
BEN,2014,48,35.2882999963651,Medium,Very high
BEN,2015,48,36.259027091189,Medium,Very high
BEN,2016,48,36.0977215511796,Medium,Very high
BEN,2017,47,36.7803348075788,Medium,Very high
BEN,2018,46,37.3053787786406,Medium,Very high
BEN,2019,46,37.2229874197657,Medium,Very high
BEN,2020,45,37.7562840664836,Medium,Very high
BEN,2021,45,37.8253644038996,Medium,Very high
BEN,2022,45,38.3405184417986,Medium,Very high
BEN,2023,44,38.3405184417986,Medium,Very high
BEN,2024,44,38.3405184417986,Medium,Very high
BEN,2025,44,38.3405184417986,Medium,Very high
BFA,1995,45,35.9031334358842,Medium,Very high
BFA,1996,45,35.8413037155338,Medium,Very high
BFA,1997,45,36.0311113723468,Medium,Very high
BFA,1998,45,35.9924099571921,Medium,Very high
BFA,1999,45,36.0743622142555,Medium,Very high
BFA,2000,45,36.3985570893186,Medium,Very high
BFA,2001,45,36.5110961427162,Medium,Very high
BFA,2002,45,36.3616013785804,Medium,Very high
BFA,2003,45,36.3684123895264,Medium,Very high
BFA,2004,45,36.8259025867006,Medium,Very high
BFA,2005,45,36.0856948720522,Medium,Very high
BFA,2006,45,34.2703624066818,Medium,Very high
BFA,2007,45,34.9395238297071,Medium,Very high
BFA,2008,45,35.2571844905509,Medium,Very high
BFA,2009,45,36.1502900236583,Medium,Very high
BFA,2010,45,36.0297759214197,Medium,Very high
BFA,2011,45,36.0901859477505,Medium,Very high
BFA,2012,45,36.1624165864201,Medium,Very high
BFA,2013,45,36.1183782783627,Medium,Very high
BFA,2014,45,36.6169667814252,Medium,Very high
BFA,2015,45,36.6006125223145,Medium,Very high
BFA,2016,45,37.9723473833249,Medium,Very high
BFA,2017,44,38.6910982426529,Medium,Very high
BFA,2018,44,38.8004126163952,Medium,Very high
BFA,2019,44,38.5127989106672,Medium,Very high
BFA,2020,44,38.1356269331016,Medium,Very high
BFA,2021,43,38.1576269725573,Medium,Very high
BFA,2022,44,37.9894586904992,Medium,Very high
BFA,2023,44,37.9894586904992,Medium,Very high
BFA,2024,45,37.9894586904992,Medium,Very high
BFA,2025,44,37.9894586904992,Medium,Very high
BGD,1995,63,38.1490121125856,High,Very high
BGD,1996,63,38.2084619676259,High,Very high
BGD,1997,63,38.0513893656095,High,Very high
BGD,1998,63,38.6324402945554,High,Very high
BGD,1999,63,38.4387997467689,High,Very high
BGD,2000,63,38.2796771025035,High,Very high
BGD,2001,63,37.9512201402427,High,Very high
BGD,2002,63,37.8535735032087,High,Very high
BGD,2003,63,37.5845997669949,High,Very high
BGD,2004,63,37.2944119671405,High,Very high
BGD,2005,63,38.5460114019069,High,Very high
BGD,2006,63,42.7124702650558,High,High
BGD,2007,63,42.9079518280062,High,High
BGD,2008,63,43.4907398151884,High,High
BGD,2009,63,43.651066489441,High,High
BGD,2010,63,45.1195749134087,High,Medium
BGD,2011,63,45.3011344338432,High,Medium
BGD,2012,63,45.6714860511234,High,Medium
BGD,2013,63,45.8702201356874,High,Medium
BGD,2014,63,35.3853775742105,High,Very high
BGD,2015,63,35.4540390740078,High,Very high
BGD,2016,63,36.5659987338731,High,Very high
BGD,2017,61,36.9496430127078,High,Very high
BGD,2018,61,37.3011692030446,High,Very high
BGD,2019,61,37.3116907732976,High,Very high
BGD,2020,60,37.6317515650247,High,Very high
BGD,2021,60,36.2134243828355,High,Very high
BGD,2022,59,36.0283786277348,High,Very high
BGD,2023,59,36.0283786277348,High,Very high
BGD,2024,60,36.0283786277348,High,Very high
BGD,2025,60,36.0283786277348,High,Very high
BGR,1995,32,50.7219821875262,Low,Low
BGR,1996,32,51.157532231249,Low,Low
BGR,1997,32,52.3465535925775,Low,Low
BGR,1998,32,52.4554162693012,Low,Low
BGR,1999,32,52.3630721842405,Low,Low
BGR,2000,32,51.7312668912904,Low,Low
BGR,2001,32,51.9401867698707,Low,Low
BGR,2002,32,52.6460274180262,Low,Low
BGR,2003,32,53.121577095632,Low,Low
BGR,2004,32,53.4147046908525,Low,Low
BGR,2005,32,53.6550777284701,Low,Low
BGR,2006,32,53.5490698604648,Low,Low
BGR,2007,32,53.6870789562882,Low,Low
BGR,2008,32,53.6796352007757,Low,Low
BGR,2009,32,54.0038206547263,Low,Low
BGR,2010,32,53.9682131000417,Low,Low
BGR,2011,32,54.3601026775657,Low,Low
BGR,2012,32,54.7925267302376,Low,Low
BGR,2013,32,54.9945139842948,Low,Low
BGR,2014,32,55.5673792940902,Low,Low
BGR,2015,32,55.5350222417406,Low,Low
BGR,2016,32,55.3758307451961,Low,Low
BGR,2017,32,55.2266148861538,Low,Low
BGR,2018,32,56.3287605323331,Low,Low
BGR,2019,32,56.4093985939863,Low,Low
BGR,2020,31,56.0675010975766,Low,Low
BGR,2021,31,56.194734174604,Low,Low
BGR,2022,31,54.9875674883525,Low,Low
BGR,2023,31,54.9875674883525,Low,Low
BGR,2024,31,54.9875674883525,Low,Low
BGR,2025,31,54.9875674883525,Low,Low
BHR,1995,14,46.6769186595051,Very low,Medium
BHR,1996,14,46.583177698238,Very low,Medium
BHR,1997,14,46.8775267989377,Very low,Medium
BHR,1998,14,47.1975794042459,Very low,Medium
BHR,1999,14,47.4908122434474,Very low,Medium
BHR,2000,14,47.8334651372778,Very low,Medium
BHR,2001,14,48.5604226976674,Very low,Medium
BHR,2002,14,49.2434191023851,Very low,Medium
BHR,2003,14,49.1555936524235,Very low,Medium
BHR,2004,14,49.3093512514355,Very low,Medium
BHR,2005,14,49.9023450639138,Very low,Medium
BHR,2006,14,52.8175067763156,Very low,Low
BHR,2007,14,53.6268145894257,Very low,Low
BHR,2008,14,50.8381228267972,Very low,Low
BHR,2009,14,51.1963746869365,Very low,Low
BHR,2010,14,51.0635657869039,Very low,Low
BHR,2011,14,51.3534427055682,Very low,Low
BHR,2012,14,51.476323476792,Very low,Low
BHR,2013,14,51.4997502796521,Very low,Low
BHR,2014,14,52.3875712765181,Very low,Low
BHR,2015,14,52.2148435256604,Very low,Low
BHR,2016,14,51.688427103023,Very low,Low
BHR,2017,14,51.2839926938826,Very low,Low
BHR,2018,15,51.3533545180609,Very low,Low
BHR,2019,14,51.7737472029201,Very low,Low
BHR,2020,14,53.2725695987816,Very low,Low
BHR,2021,13,54.3061252360791,Very low,Low
BHR,2022,13,54.7700903687435,Very low,Low
BHR,2023,14,54.7700903687435,Very low,Low
BHR,2024,14,54.7700903687435,Very low,Low
BHR,2025,14,54.7700903687435,Very low,Low
BHS,1995,27,48.9725090612784,Low,Medium
BHS,1996,27,49.0230253669197,Low,Medium
BHS,1997,27,49.2457058822505,Low,Medium
BHS,1998,27,49.3435157110727,Low,Medium
BHS,1999,27,49.4793003534993,Low,Medium
BHS,2000,27,49.7558234549237,Low,Medium
BHS,2001,27,49.9639414722097,Low,Medium
BHS,2002,27,50.2080423890525,Low,Low
BHS,2003,27,50.0956544218883,Low,Low
BHS,2004,27,50.2613338398616,Low,Low
BHS,2005,27,51.3949438642228,Low,Low
BHS,2006,27,54.534012690789,Low,Low
BHS,2007,27,54.7460251322134,Low,Low
BHS,2008,27,50.0819395635007,Low,Low
BHS,2009,27,49.5023909696944,Low,Medium
BHS,2010,27,49.4678318601451,Low,Medium
BHS,2011,27,49.6402682234482,Low,Medium
BHS,2012,27,49.9821429759236,Low,Medium
BHS,2013,27,49.5958299935628,Low,Medium
BHS,2014,27,49.8807266793115,Low,Medium
BHS,2015,27,49.4678317428386,Low,Medium
BHS,2016,27,49.0613678286397,Low,Medium
BHS,2017,27,48.6776810122953,Low,Medium
BHS,2018,27,48.5106445340684,Low,Medium
BHS,2019,27,48.6128842345748,Low,Medium
BHS,2020,27,48.3151169154383,Low,Medium
BHS,2021,28,48.4643344106055,Low,Medium
BHS,2022,27,48.4637453161925,Low,Medium
BHS,2023,27,48.4637453161925,Low,Medium
BHS,2024,27,48.4637453161925,Low,Medium
BHS,2025,27,48.4637453161925,Low,Medium
BIH,1995,37,46.9823923079034,Medium,Medium
BIH,1996,37,47.150993330876,Medium,Medium
BIH,1997,37,47.1961530673135,Medium,Medium
BIH,1998,37,47.0163978557498,Medium,Medium
BIH,1999,37,47.171903561825,Medium,Medium
BIH,2000,37,47.3074232180147,Medium,Medium
BIH,2001,37,48.0945057129759,Medium,Medium
