RecipientISO,Year,DonorType,DonorName,DonorISO,RecipientName,FlowName,Primary_CCA,Primary_CCM,Humanitarian,Covid_relevance,USD_Disbursement_Defl,gain,gain_class,crisis_class
,2017,DAC donor,Denmark,DNK,"Asia, regional",ODA Grants,,,,,2.039132,,,
,2017,DAC donor,Denmark,DNK,"Asia, regional",Private Development Finance,,,,,2.0746,,,
,2017,DAC donor,Denmark,DNK,"Bilateral, unspecified",ODA Grants,,,,,744.266155999999,,,
,2017,DAC donor,Denmark,DNK,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,86.909463,,,
,2017,DAC donor,Denmark,DNK,"Bilateral, unspecified",ODA Grants,CCA,CCM,,,5.622192,,,
,2017,DAC donor,Denmark,DNK,"Bilateral, unspecified",ODA Grants,,CCM,,,9.405195,,,
,2017,DAC donor,Denmark,DNK,"Bilateral, unspecified",Equity Investment,,,,,2.495671,,,
,2017,DAC donor,Denmark,DNK,"Bilateral, unspecified",ODA Grants,CCA,,,,0.164612,,,
,2017,DAC donor,Denmark,DNK,"Bilateral, unspecified",Equity Investment,,CCM,,,1.858595,,,
,2017,DAC donor,Denmark,DNK,"Bilateral, unspecified",Private Development Finance,,,,,11.290212,,,
,2017,DAC donor,Denmark,DNK,"Caribbean & Central America, regional",ODA Grants,,,,,0.072898,,,
,2017,DAC donor,Denmark,DNK,"Caribbean & Central America, regional",Private Development Finance,,,,,0.55787,,,
,2017,DAC donor,Denmark,DNK,"Europe, regional",ODA Grants,,,,,1.372312,,,
,2017,DAC donor,Denmark,DNK,"Europe, regional",Private Development Finance,,,,,1.122161,,,
,2017,DAC donor,Denmark,DNK,"Far East Asia, regional",Private Development Finance,,,,,0.005597,,,
,2017,DAC donor,Denmark,DNK,"Far East Asia, regional",ODA Grants,,,,,2.2e-05,,,
,2017,DAC donor,Denmark,DNK,"Middle East, regional",ODA Grants,,,,,57.084376,,,
,2017,DAC donor,Denmark,DNK,"Middle East, regional",ODA Grants,,,Humanitarian,,75.244185,,,
,2017,DAC donor,Denmark,DNK,"Middle East, regional",Private Development Finance,,,,,5.237275,,,
,2017,DAC donor,Denmark,DNK,"North of Sahara, regional",ODA Grants,,,,,5.510329,,,
,2017,DAC donor,Denmark,DNK,"North of Sahara, regional",ODA Grants,,,Humanitarian,,4.938362,,,
,2017,DAC donor,Denmark,DNK,"South & Central Asia, regional",Private Development Finance,,,,,0.28449,,,
,2017,DAC donor,Denmark,DNK,"South Asia, regional",Private Development Finance,,,,,0.98817,,,
,2017,DAC donor,Denmark,DNK,"South of Sahara, regional",ODA Grants,,,,,17.897016,,,
,2017,DAC donor,Denmark,DNK,"South of Sahara, regional",ODA Grants,,,Humanitarian,,29.712482,,,
,2017,DAC donor,Denmark,DNK,"South of Sahara, regional",Private Development Finance,,,,,0.030947,,,
,2017,DAC donor,Denmark,DNK,"South of Sahara, regional",Equity Investment,,,,,1.214709,,,
,2017,DAC donor,Denmark,DNK,"South of Sahara, regional",Equity Investment,,CCM,,,1.340175,,,
,2017,DAC donor,Denmark,DNK,"South of Sahara, regional",ODA Grants,CCA,,,,0.000663,,,
,2017,DAC donor,France,FRA,"Africa, regional",ODA Grants,,,Humanitarian,,0.07162,,,
,2017,DAC donor,France,FRA,"Africa, regional",ODA Grants,,,,,64.30091,,,
,2017,DAC donor,France,FRA,"Africa, regional",ODA Grants,CCA,CCM,,,0.154792,,,
,2017,DAC donor,France,FRA,"Africa, regional",ODA Grants,,CCM,,,0.012706,,,
,2017,DAC donor,France,FRA,"America, regional",ODA Grants,,,,,0.011552,,,
,2017,DAC donor,France,FRA,"Asia, regional",ODA Loans,,,,,0,,,
,2017,DAC donor,France,FRA,"Asia, regional",ODA Grants,,,,,1.586511,,,
,2017,DAC donor,France,FRA,"Asia, regional",ODA Grants,CCA,,,,0.41599,,,
,2017,DAC donor,France,FRA,"Asia, regional",ODA Grants,,CCM,,,0.196734,,,
,2017,DAC donor,France,FRA,"Asia, regional",ODA Grants,CCA,CCM,,,0.644628,,,
,2017,DAC donor,France,FRA,"Bilateral, unspecified",ODA Grants,,,,,1566.4846,,,
,2017,DAC donor,France,FRA,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,22.159155,,,
,2017,DAC donor,France,FRA,"Bilateral, unspecified",ODA Loans,,,,,19.055396,,,
,2017,DAC donor,France,FRA,"Bilateral, unspecified",ODA Grants,,CCM,,,0.125913,,,
,2017,DAC donor,France,FRA,"Bilateral, unspecified",ODA Grants,CCA,,,,4.11686,,,
,2017,DAC donor,France,FRA,"Bilateral, unspecified",ODA Loans,,CCM,,,0,,,
,2017,DAC donor,France,FRA,"Bilateral, unspecified",ODA Loans,CCA,CCM,,,0,,,
,2017,DAC donor,France,FRA,"Bilateral, unspecified",ODA Grants,CCA,CCM,,,1.208301,,,
,2017,DAC donor,France,FRA,"Caribbean & Central America, regional",ODA Grants,,,Humanitarian,,0.077396,,,
,2017,DAC donor,France,FRA,"Caribbean & Central America, regional",ODA Grants,,,,,1.023417,,,
,2017,DAC donor,France,FRA,"Central Asia, regional",ODA Grants,,,,,0.007624,,,
,2017,DAC donor,France,FRA,"Europe, regional",ODA Grants,,,,,2.894085,,,
,2017,DAC donor,France,FRA,"Europe, regional",ODA Grants,CCA,CCM,,,0.166344,,,
,2017,DAC donor,France,FRA,"Europe, regional",ODA Grants,,,Humanitarian,,0.06931,,,
,2017,DAC donor,France,FRA,"Europe, regional",ODA Grants,CCA,CCM,Humanitarian,,0.057758,,,
,2017,DAC donor,France,FRA,"Europe, regional",ODA Grants,CCA,,,,0.004621,,,
,2017,DAC donor,France,FRA,"Far East Asia, regional",ODA Grants,,,,,0.0335,,,
,2017,DAC donor,France,FRA,"Middle East, regional",ODA Grants,,,,,0.493175,,,
,2017,DAC donor,France,FRA,"Middle East, regional",ODA Grants,CCA,CCM,,,0.006931,,,
,2017,DAC donor,France,FRA,"North of Sahara, regional",ODA Grants,,,,,4.396891,,,
,2017,DAC donor,France,FRA,"North of Sahara, regional",ODA Grants,CCA,,,,0,,,
,2017,DAC donor,France,FRA,"Oceania, regional",ODA Grants,,,,,11.382958,,,
,2017,DAC donor,France,FRA,"Oceania, regional",ODA Grants,,,Humanitarian,,0.217172,,,
,2017,DAC donor,France,FRA,"South & Central Asia, regional",ODA Grants,,,,,0.097034,,,
,2017,DAC donor,France,FRA,"South America, regional",ODA Grants,,,,,1.062836,,,
,2017,DAC donor,France,FRA,"South America, regional",ODA Loans,,CCM,,,0,,,
,2017,DAC donor,France,FRA,"South America, regional",ODA Grants,,,Humanitarian,,0,,,
,2017,DAC donor,France,FRA,"South America, regional",ODA Loans,,,,,5.370358,,,
,2017,DAC donor,France,FRA,"South Asia, regional",ODA Grants,,,,,0.005522,,,
,2017,DAC donor,France,FRA,"South of Sahara, regional",ODA Grants,,,,,31.227314,,,
,2017,DAC donor,France,FRA,"South of Sahara, regional",ODA Grants,,CCM,,,1.077401,,,
,2017,DAC donor,France,FRA,"South of Sahara, regional",ODA Loans,,,,,47.183701,,,
,2017,DAC donor,France,FRA,"South of Sahara, regional",ODA Loans,,CCM,,,8.813716,,,
,2017,DAC donor,France,FRA,"South of Sahara, regional",ODA Grants,,,Humanitarian,,0.071184,,,
,2017,DAC donor,France,FRA,"South of Sahara, regional",ODA Grants,CCA,,,,0.24023,,,
,2017,DAC donor,France,FRA,States Ex-Yugoslavia unspecified,ODA Grants,,,,,0.020793,,,
,2017,DAC donor,Germany,DEU,"Africa, regional",ODA Grants,,,,,264.582263,,,
,2017,DAC donor,Germany,DEU,"Africa, regional",ODA Grants,,CCM,,,1.783465,,,
,2017,DAC donor,Germany,DEU,"Africa, regional",ODA Loans,,,,,28.442813,,,
,2017,DAC donor,Germany,DEU,"Africa, regional",ODA Loans,,CCM,,,0,,,
,2017,DAC donor,Germany,DEU,"Africa, regional",ODA Grants,CCA,,,,4.611927,,,
,2017,DAC donor,Germany,DEU,"Africa, regional",Equity Investment,,,,,160.739144,,,
,2017,DAC donor,Germany,DEU,"Africa, regional",Equity Investment,,CCM,,,30.260309,,,
,2017,DAC donor,Germany,DEU,"Africa, regional",ODA Grants,CCA,,Humanitarian,,1.135246,,,
,2017,DAC donor,Germany,DEU,"Africa, regional",ODA Grants,,,Humanitarian,,0.34336,,,
,2017,DAC donor,Germany,DEU,"America, regional",ODA Grants,,,,,49.896732,,,
,2017,DAC donor,Germany,DEU,"America, regional",ODA Loans,,,,,0,,,
,2017,DAC donor,Germany,DEU,"America, regional",Equity Investment,,,,,81.51164,,,
,2017,DAC donor,Germany,DEU,"America, regional",ODA Grants,,CCM,,,12.801315,,,
,2017,DAC donor,Germany,DEU,"America, regional",ODA Grants,CCA,,,,2.921767,,,
,2017,DAC donor,Germany,DEU,"America, regional",ODA Loans,,CCM,,,56.085213,,,
,2017,DAC donor,Germany,DEU,"Asia, regional",ODA Grants,,,,,137.667426,,,
,2017,DAC donor,Germany,DEU,"Asia, regional",Equity Investment,,,,,100.203879,,,
,2017,DAC donor,Germany,DEU,"Asia, regional",ODA Grants,CCA,,,,5.230274,,,
,2017,DAC donor,Germany,DEU,"Asia, regional",ODA Grants,,CCM,,,4.839178,,,
,2017,DAC donor,Germany,DEU,"Bilateral, unspecified",ODA Grants,,,,,8894.825137,,,
,2017,DAC donor,Germany,DEU,"Bilateral, unspecified",ODA Grants,CCA,,,,44.07791,,,
,2017,DAC donor,Germany,DEU,"Bilateral, unspecified",Equity Investment,,,,,48.465779,,,
,2017,DAC donor,Germany,DEU,"Bilateral, unspecified",ODA Loans,,,,,181.561854,,,
,2017,DAC donor,Germany,DEU,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,91.564654,,,
,2017,DAC donor,Germany,DEU,"Bilateral, unspecified",ODA Grants,,CCM,,,203.679011,,,
,2017,DAC donor,Germany,DEU,"Bilateral, unspecified",ODA Loans,CCA,,,,60.520618,,,
,2017,DAC donor,Germany,DEU,"Bilateral, unspecified",ODA Grants,,,,COVID,0.005883,,,
,2017,DAC donor,Germany,DEU,"Bilateral, unspecified",Equity Investment,CCA,,,,0,,,
,2017,DAC donor,Germany,DEU,"Caribbean & Central America, regional",ODA Grants,,,,,37.045269,,,
,2017,DAC donor,Germany,DEU,"Caribbean & Central America, regional",ODA Loans,,,,,10.859223,,,
,2017,DAC donor,Germany,DEU,"Caribbean & Central America, regional",ODA Loans,,CCM,,,2.858364,,,
,2017,DAC donor,Germany,DEU,"Caribbean & Central America, regional",ODA Grants,CCA,,,,2.959734,,,
,2017,DAC donor,Germany,DEU,"Caribbean & Central America, regional",ODA Grants,,CCM,,,9.042515,,,
,2017,DAC donor,Germany,DEU,"Caribbean & Central America, regional",ODA Grants,,,Humanitarian,,0.24175,,,
,2017,DAC donor,Germany,DEU,"Central Asia, regional",ODA Grants,,,,,34.951642,,,
,2017,DAC donor,Germany,DEU,"Central Asia, regional",ODA Grants,,,Humanitarian,,0.52569,,,
,2017,DAC donor,Germany,DEU,"Central Asia, regional",ODA Grants,CCA,,,,5.178445,,,
,2017,DAC donor,Germany,DEU,"Europe, regional",ODA Grants,,,,,87.413736,,,
,2017,DAC donor,Germany,DEU,"Europe, regional",ODA Loans,,,,,0,,,
,2017,DAC donor,Germany,DEU,"Europe, regional",ODA Grants,,CCM,,,0.760502,,,
,2017,DAC donor,Germany,DEU,"Europe, regional",ODA Grants,CCA,,,,0.990585,,,
,2017,DAC donor,Germany,DEU,"Europe, regional",Equity Investment,,,,,31.483027,,,
,2017,DAC donor,Germany,DEU,"Far East Asia, regional",ODA Grants,,,,,9.735209,,,
,2017,DAC donor,Germany,DEU,"Far East Asia, regional",ODA Grants,CCA,,,,1.385578,,,
,2017,DAC donor,Germany,DEU,"Far East Asia, regional",ODA Grants,,,Humanitarian,,1.210412,,,
,2017,DAC donor,Germany,DEU,"Far East Asia, regional",ODA Grants,,CCM,,,2.541395,,,
,2017,DAC donor,Germany,DEU,"Middle East, regional",ODA Grants,,,,,95.12112,,,
,2017,DAC donor,Germany,DEU,"Middle East, regional",ODA Grants,CCA,,,,1.406686,,,
,2017,DAC donor,Germany,DEU,"Middle East, regional",ODA Grants,,,Humanitarian,,14.396711,,,
,2017,DAC donor,Germany,DEU,"North of Sahara, regional",ODA Grants,,,,,63.391635,,,
,2017,DAC donor,Germany,DEU,"North of Sahara, regional",ODA Grants,CCA,,,,0.367051,,,
,2017,DAC donor,Germany,DEU,"North of Sahara, regional",ODA Grants,,CCM,,,2.213806,,,
,2017,DAC donor,Germany,DEU,"North of Sahara, regional",Equity Investment,,,,,19.366598,,,
,2017,DAC donor,Germany,DEU,"Oceania, regional",ODA Grants,CCA,,,,2.427474,,,
,2017,DAC donor,Germany,DEU,"Oceania, regional",ODA Grants,,CCM,,,1.071668,,,
,2017,DAC donor,Germany,DEU,"Oceania, regional",ODA Grants,,,,,5.938534,,,
,2017,DAC donor,Germany,DEU,"Oceania, regional",ODA Grants,,,Humanitarian,,3.125285,,,
,2017,DAC donor,Germany,DEU,"South America, regional",ODA Grants,,,Humanitarian,,0.635985,,,
,2017,DAC donor,Germany,DEU,"South America, regional",ODA Grants,,,,,94.424208,,,
,2017,DAC donor,Germany,DEU,"South America, regional",ODA Grants,,CCM,,,0.573153,,,
,2017,DAC donor,Germany,DEU,"South America, regional",ODA Grants,CCA,,,,2.963688,,,
,2017,DAC donor,Germany,DEU,"South Asia, regional",ODA Grants,,,,,13.351663,,,
,2017,DAC donor,Germany,DEU,"South Asia, regional",ODA Grants,CCA,,,,0.375671,,,
,2017,DAC donor,Germany,DEU,"South Asia, regional",ODA Grants,,CCM,,,2.156669,,,
,2017,DAC donor,Germany,DEU,"South Asia, regional",ODA Grants,,,Humanitarian,,0.304741,,,
,2017,DAC donor,Germany,DEU,"South of Sahara, regional",ODA Grants,,,,,318.221047,,,
,2017,DAC donor,Germany,DEU,"South of Sahara, regional",ODA Grants,,CCM,,,5.137835,,,
,2017,DAC donor,Germany,DEU,"South of Sahara, regional",ODA Loans,,,,,0,,,
,2017,DAC donor,Germany,DEU,"South of Sahara, regional",ODA Grants,,,Humanitarian,,17.59753,,,
,2017,DAC donor,Germany,DEU,"South of Sahara, regional",ODA Grants,CCA,,,,9.966208,,,
,2017,DAC donor,Germany,DEU,"South of Sahara, regional",Equity Investment,,,,,8.405134,,,
,2017,DAC donor,Germany,DEU,"South of Sahara, regional",ODA Loans,,CCM,,,11.639926,,,
,2017,DAC donor,Italy,ITA,"Africa, regional",ODA Grants,,,,,9.777372,,,
,2017,DAC donor,Italy,ITA,"Africa, regional",ODA Grants,CCA,,,,4.546046,,,
,2017,DAC donor,Italy,ITA,"Africa, regional",ODA Grants,,CCM,,,0.227302,,,
,2017,DAC donor,Italy,ITA,"Africa, regional",ODA Grants,CCA,CCM,,,3.409536,,,
,2017,DAC donor,Italy,ITA,"America, regional",ODA Grants,,,,,0.080927,,,
,2017,DAC donor,Italy,ITA,"America, regional",ODA Grants,,CCM,,,0.814205,,,
,2017,DAC donor,Italy,ITA,"America, regional",ODA Grants,,CCM,Humanitarian,,0.814205,,,
,2017,DAC donor,Italy,ITA,"America, regional",ODA Grants,CCA,,,,0,,,
,2017,DAC donor,Italy,ITA,"America, regional",ODA Grants,CCA,,Humanitarian,,0,,,
,2017,DAC donor,Italy,ITA,"America, regional",ODA Grants,CCA,CCM,,,5.883818,,,
,2017,DAC donor,Italy,ITA,"Asia, regional",ODA Grants,,,,,0.047355,,,
,2017,DAC donor,Italy,ITA,"Bilateral, unspecified",ODA Grants,,,,,1945.149336,,,
,2017,DAC donor,Italy,ITA,"Bilateral, unspecified",ODA Grants,,CCM,,,0.834917,,,
,2017,DAC donor,Italy,ITA,"Bilateral, unspecified",ODA Grants,CCA,CCM,,,26.584636,,,
,2017,DAC donor,Italy,ITA,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,32.292952,,,
,2017,DAC donor,Italy,ITA,"Bilateral, unspecified",ODA Grants,CCA,,,,0.081395,,,
,2017,DAC donor,Italy,ITA,"Bilateral, unspecified",ODA Grants,CCA,,Humanitarian,,2.273023,,,
,2017,DAC donor,Italy,ITA,"Caribbean & Central America, regional",ODA Grants,,,,,0.349315,,,
,2017,DAC donor,Italy,ITA,"Caribbean, regional",ODA Grants,,,,,0.091376,,,
,2017,DAC donor,Italy,ITA,"Central Asia, regional",ODA Grants,,,,,1.136512,,,
,2017,DAC donor,Italy,ITA,"Europe, regional",ODA Grants,,,,,4.105787,,,
,2017,DAC donor,Italy,ITA,"Europe, regional",ODA Grants,CCA,CCM,,,0.136382,,,
,2017,DAC donor,Italy,ITA,"Europe, regional",ODA Grants,,,Humanitarian,,0,,,
,2017,DAC donor,Italy,ITA,"Europe, regional",ODA Grants,CCA,,,,0.089784,,,
,2017,DAC donor,Italy,ITA,"Middle East, regional",ODA Grants,,,,,0.293768,,,
,2017,DAC donor,Italy,ITA,"Middle East, regional",ODA Grants,,,Humanitarian,,0,,,
,2017,DAC donor,Italy,ITA,"North of Sahara, regional",ODA Grants,,,,,8.53285,,,
,2017,DAC donor,Italy,ITA,"North of Sahara, regional",ODA Grants,,,Humanitarian,,0.136381,,,
,2017,DAC donor,Italy,ITA,"Oceania, regional",ODA Grants,CCA,,,,1.84338,,,
,2017,DAC donor,Italy,ITA,"South & Central Asia, regional",ODA Grants,,,,,0.142064,,,
,2017,DAC donor,Italy,ITA,"South America, regional",ODA Grants,,,,,0.777272,,,
,2017,DAC donor,Italy,ITA,"South America, regional",ODA Grants,CCA,CCM,,,0.020055,,,
,2017,DAC donor,Italy,ITA,"South Asia, regional",ODA Grants,,,,,0.006137,,,
,2017,DAC donor,Italy,ITA,"South of Sahara, regional",ODA Grants,,CCM,,,0,,,
,2017,DAC donor,Italy,ITA,"South of Sahara, regional",ODA Grants,,,,,7.996933,,,
,2017,DAC donor,Italy,ITA,"South of Sahara, regional",ODA Grants,CCA,,,,11.558279,,,
,2017,DAC donor,Italy,ITA,"South of Sahara, regional",ODA Grants,,,Humanitarian,,10.923581,,,
,2017,DAC donor,Italy,ITA,States Ex-Yugoslavia unspecified,ODA Grants,,,,,0.017758,,,
,2017,DAC donor,Netherlands,NLD,"Africa, regional",ODA Grants,,,,,32.047426,,,
,2017,DAC donor,Netherlands,NLD,"Africa, regional",ODA Grants,,CCM,,,1.79391,,,
,2017,DAC donor,Netherlands,NLD,"America, regional",ODA Grants,,,Humanitarian,,0.256432,,,
,2017,DAC donor,Netherlands,NLD,"America, regional",ODA Grants,,,,,0.800843,,,
,2017,DAC donor,Netherlands,NLD,"Asia, regional",ODA Grants,,,,,8.103122,,,
,2017,DAC donor,Netherlands,NLD,"Bilateral, unspecified",ODA Grants,,CCM,,,48.872871,,,
,2017,DAC donor,Netherlands,NLD,"Bilateral, unspecified",ODA Grants,,,,,2592.343395,,,
,2017,DAC donor,Netherlands,NLD,"Bilateral, unspecified",ODA Grants,CCA,,,,12.530283,,,
,2017,DAC donor,Netherlands,NLD,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,92.210168,,,
,2017,DAC donor,Netherlands,NLD,"Bilateral, unspecified",ODA Grants,CCA,CCM,,,2.178674,,,
,2017,DAC donor,Netherlands,NLD,"Caribbean & Central America, regional",ODA Grants,,,,,0.064178,,,
,2017,DAC donor,Netherlands,NLD,"Caribbean & Central America, regional",ODA Grants,CCA,CCM,,,0.387015,,,
,2017,DAC donor,Netherlands,NLD,"Europe, regional",ODA Grants,,,,,19.474866,,,
,2017,DAC donor,Netherlands,NLD,"Far East Asia, regional",ODA Grants,,,,,1.522998,,,
,2017,DAC donor,Netherlands,NLD,"Middle East, regional",ODA Grants,,,,,2.204672,,,
,2017,DAC donor,Netherlands,NLD,"Middle East, regional",ODA Grants,,,Humanitarian,,25.325101,,,
,2017,DAC donor,Netherlands,NLD,"North of Sahara, regional",ODA Grants,,,,,0.699707,,,
,2017,DAC donor,Netherlands,NLD,"South America, regional",ODA Grants,,,,,1.613135,,,
,2017,DAC donor,Netherlands,NLD,"South Asia, regional",ODA Grants,,,Humanitarian,,0.678209,,,
,2017,DAC donor,Netherlands,NLD,"South Asia, regional",ODA Grants,,,,,0.190141,,,
,2017,DAC donor,Netherlands,NLD,"South of Sahara, regional",ODA Grants,,,,,202.814177,,,
,2017,DAC donor,Netherlands,NLD,"South of Sahara, regional",ODA Grants,,CCM,,,6.298444,,,
,2017,DAC donor,Netherlands,NLD,"South of Sahara, regional",ODA Grants,,,Humanitarian,,6.418119,,,
,2017,DAC donor,Netherlands,NLD,"South of Sahara, regional",ODA Grants,CCA,CCM,,,1.48725,,,
,2017,DAC donor,Norway,NOR,"Africa, regional",ODA Grants,CCA,,Humanitarian,,3.297668,,,
,2017,DAC donor,Norway,NOR,"Africa, regional",ODA Grants,,,,,66.831219,,,
,2017,DAC donor,Norway,NOR,"Africa, regional",ODA Grants,CCA,,,,1.578416,,,
,2017,DAC donor,Norway,NOR,"Africa, regional",ODA Grants,,CCM,,,0,,,
,2017,DAC donor,Norway,NOR,"Africa, regional",ODA Grants,CCA,CCM,,,1.290604,,,
,2017,DAC donor,Norway,NOR,"Africa, regional",ODA Grants,,,Humanitarian,,4.843557,,,
,2017,DAC donor,Norway,NOR,"America, regional",ODA Grants,,,,,4.546318,,,
,2017,DAC donor,Norway,NOR,"America, regional",ODA Grants,,CCM,,,0.171844,,,
,2017,DAC donor,Norway,NOR,"Asia, regional",ODA Grants,,,,,6.695677,,,
,2017,DAC donor,Norway,NOR,"Asia, regional",ODA Grants,,,Humanitarian,,2.58323,,,
,2017,DAC donor,Norway,NOR,"Asia, regional",ODA Grants,CCA,,Humanitarian,,0.645808,,,
,2017,DAC donor,Norway,NOR,"Asia, regional",ODA Grants,,CCM,,,6.914822,,,
