RecipientISO,Year,DonorType,DonorName,DonorISO,RecipientName,FlowName,Primary_CCA,Primary_CCM,Humanitarian,Covid_relevance,USD_Disbursement_Defl,gain,gain_class,crisis_class
,2022,DAC donor,Japan,JPN,"South of Sahara, regional",ODA Grants,CCA,,,,1.202499,,,
,2022,DAC donor,Japan,JPN,"South of Sahara, regional",ODA Grants,,CCM,,,1.239925,,,
,2022,DAC donor,Japan,JPN,"South of Sahara, regional",ODA Grants,,,,COVID,25.880433,,,
,2022,DAC donor,Japan,JPN,"South of Sahara, regional",ODA Grants,CCA,CCM,,,0.181484,,,
,2022,DAC donor,Japan,JPN,"South of Sahara, regional",ODA Grants,,,Humanitarian,,64.006025,,,
,2022,DAC donor,Japan,JPN,"South of Sahara, regional",ODA Grants,,,Humanitarian,COVID,0.912802,,,
,2022,DAC donor,Korea,KOR,"Africa, regional",ODA Grants,,,,,6.880915,,,
,2022,DAC donor,Korea,KOR,"America, regional",ODA Grants,,,,,4.857529,,,
,2022,DAC donor,Korea,KOR,"Asia, regional",ODA Grants,,,,,42.447945,,,
,2022,DAC donor,Korea,KOR,"Asia, regional",ODA Grants,,CCM,,,1.329293,,,
,2022,DAC donor,Korea,KOR,"Asia, regional",ODA Grants,,,,COVID,1.583542,,,
,2022,DAC donor,Korea,KOR,"Bilateral, unspecified",ODA Grants,,,,,224.311406,,,
,2022,DAC donor,Korea,KOR,"Bilateral, unspecified",Private Development Finance,,,,,543.92229,,,
,2022,DAC donor,Korea,KOR,"Bilateral, unspecified",ODA Grants,CCA,CCM,,,9.766571,,,
,2022,DAC donor,Korea,KOR,"Bilateral, unspecified",ODA Grants,,CCM,,,0.008518,,,
,2022,DAC donor,Korea,KOR,"Bilateral, unspecified",ODA Grants,CCA,,,,1.602901,,,
,2022,DAC donor,Korea,KOR,"Bilateral, unspecified",ODA Grants,,,,COVID,110.676952,,,
,2022,DAC donor,Korea,KOR,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,6.914615,,,
,2022,DAC donor,Korea,KOR,"Caribbean & Central America, regional",ODA Grants,,,,,0.051346,,,
,2022,DAC donor,Korea,KOR,"Caribbean & Central America, regional",ODA Loans,,,,COVID,0,,,
,2022,DAC donor,Korea,KOR,"Caribbean, regional",ODA Grants,,,,,0.116152,,,
,2022,DAC donor,Korea,KOR,"Central Asia, regional",ODA Grants,,,,,1.069834,,,
,2022,DAC donor,Korea,KOR,"Middle East, regional",ODA Grants,,,,,0.980949,,,
,2022,DAC donor,Korea,KOR,"Oceania, regional",ODA Grants,CCA,,,,0.9,,,
,2022,DAC donor,Korea,KOR,"Oceania, regional",ODA Grants,CCA,,Humanitarian,,0.6,,,
,2022,DAC donor,Korea,KOR,"South & Central Asia, regional",ODA Grants,,,,,10.106046,,,
,2022,DAC donor,Korea,KOR,"South & Central Asia, regional",ODA Grants,CCA,,,,1.788745,,,
,2022,DAC donor,Korea,KOR,"South & Central Asia, regional",ODA Grants,CCA,CCM,,,0.749569,,,
,2022,DAC donor,Korea,KOR,"South of Sahara, regional",ODA Grants,,,,,2.758687,,,
,2022,DAC donor,Korea,KOR,"Western Africa, regional",ODA Grants,,,,,0.040907,,,
,2022,Non-DAC donor,Thailand,THA,"Africa, regional",ODA Grants,,,,,0,,,
,2022,Non-DAC donor,Thailand,THA,"Bilateral, unspecified",ODA Grants,,,,,2.76613,,,
,2022,DAC donor,Australia,AUS,"Africa, regional",ODA Grants,,,,,2.344587,,,
,2022,DAC donor,Australia,AUS,"Africa, regional",ODA Grants,,,,COVID,0.718818,,,
,2022,DAC donor,Australia,AUS,"Africa, regional",ODA Grants,,CCM,,,0.146463,,,
,2022,DAC donor,Australia,AUS,"Africa, regional",ODA Grants,,,Humanitarian,,8.249215,,,
,2022,DAC donor,Australia,AUS,"Africa, regional",ODA Grants,,,Humanitarian,COVID,1.2606,,,
,2022,DAC donor,Australia,AUS,"Asia, regional",ODA Grants,,,,,10.762995,,,
,2022,DAC donor,Australia,AUS,"Asia, regional",ODA Grants,,,,COVID,17.171214,,,
,2022,DAC donor,Australia,AUS,"Asia, regional",Equity Investment,CCA,CCM,,COVID,5.857521,,,
,2022,DAC donor,Australia,AUS,"Asia, regional",ODA Grants,CCA,CCM,,,0.945312,,,
,2022,DAC donor,Australia,AUS,"Asia, regional",ODA Grants,CCA,,,,2.301291,,,
,2022,DAC donor,Australia,AUS,"Asia, regional",ODA Grants,,,Humanitarian,COVID,2.261648,,,
,2022,DAC donor,Australia,AUS,"Asia, regional",ODA Grants,,,Humanitarian,,2.986451,,,
,2022,DAC donor,Australia,AUS,"Asia, regional",Equity Investment,,,,COVID,2.181301,,,
,2022,DAC donor,Australia,AUS,"Bilateral, unspecified",ODA Grants,,,,,339.591648,,,
,2022,DAC donor,Australia,AUS,"Bilateral, unspecified",ODA Grants,,,,COVID,53.358966,,,
,2022,DAC donor,Australia,AUS,"Bilateral, unspecified",ODA Grants,,,Humanitarian,COVID,15.235783,,,
,2022,DAC donor,Australia,AUS,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,9.140633,,,
,2022,DAC donor,Australia,AUS,"Caribbean, regional",ODA Grants,,,,,0.007792,,,
,2022,DAC donor,Australia,AUS,"Far East Asia, regional",ODA Grants,,,,COVID,49.037259,,,
,2022,DAC donor,Australia,AUS,"Far East Asia, regional",ODA Grants,,,,,30.175057,,,
,2022,DAC donor,Australia,AUS,"Far East Asia, regional",ODA Grants,,,Humanitarian,,0.00166,,,
,2022,DAC donor,Australia,AUS,"Far East Asia, regional",ODA Grants,,,Humanitarian,COVID,0.026009,,,
,2022,DAC donor,Australia,AUS,"Middle East, regional",ODA Grants,,,Humanitarian,COVID,1.2606,,,
,2022,DAC donor,Australia,AUS,"Middle East, regional",ODA Grants,,,Humanitarian,,0,,,
,2022,DAC donor,Australia,AUS,"Oceania, regional",ODA Grants,,,,,56.5644,,,
,2022,DAC donor,Australia,AUS,"Oceania, regional",ODA Grants,CCA,CCM,,,1.267619,,,
,2022,DAC donor,Australia,AUS,"Oceania, regional",ODA Grants,CCA,,,,2.578721,,,
,2022,DAC donor,Australia,AUS,"Oceania, regional",ODA Grants,,,,COVID,73.89077,,,
,2022,DAC donor,Australia,AUS,"Oceania, regional",ODA Grants,,,Humanitarian,COVID,5.354182,,,
,2022,DAC donor,Australia,AUS,"Oceania, regional",ODA Grants,,,Humanitarian,,2.933425,,,
,2022,DAC donor,Australia,AUS,"Oceania, regional",ODA Grants,CCA,,,COVID,2.629254,,,
,2022,DAC donor,Australia,AUS,"South & Central Asia, regional",ODA Grants,,,,COVID,2.684917,,,
,2022,DAC donor,Australia,AUS,"South & Central Asia, regional",ODA Grants,,,,,2.463934,,,
,2022,DAC donor,Australia,AUS,"South America, regional",ODA Grants,,,,,0,,,
,2022,Multilateral donor,UNEP,,"Africa, regional",ODA Grants,CCA,CCM,,,0.713984,,,
,2022,Multilateral donor,UNEP,,"Africa, regional",ODA Grants,,,,,3.0188,,,
,2022,Multilateral donor,UNEP,,"America, regional",ODA Grants,CCA,CCM,,,1.264176,,,
,2022,Multilateral donor,UNEP,,"America, regional",ODA Grants,,,,,3.005264,,,
,2022,Multilateral donor,UNEP,,"Asia, regional",ODA Grants,CCA,CCM,,,0.800018,,,
,2022,Multilateral donor,UNEP,,"Asia, regional",ODA Grants,,,,,3.220376,,,
,2022,Multilateral donor,UNEP,,"Bilateral, unspecified",ODA Grants,,,,,185.581377,,,
,2022,Multilateral donor,UNEP,,"Bilateral, unspecified",ODA Grants,CCA,CCM,,,8.546665,,,
,2022,Multilateral donor,UNEP,,"Europe, regional",ODA Grants,,,,,3.112961,,,
,2022,Multilateral donor,UNEP,,"Europe, regional",ODA Grants,CCA,CCM,,,0.485776,,,
,2022,Multilateral donor,UNEP,,"Middle East, regional",ODA Grants,,,,,1.921704,,,
,2022,Multilateral donor,UNEP,,"Middle East, regional",ODA Grants,CCA,CCM,,,0.225224,,,
,2022,Multilateral donor,Global Environment Facility,,"Africa, regional",ODA Grants,,,,,6.265452,,,
,2022,Multilateral donor,Global Environment Facility,,"Africa, regional",ODA Grants,CCA,,,,0,,,
,2022,Multilateral donor,Global Environment Facility,,"America, regional",ODA Grants,,,,,4.498696,,,
,2022,Multilateral donor,Global Environment Facility,,"America, regional",ODA Grants,CCA,CCM,,,0.019631,,,
,2022,Multilateral donor,Global Environment Facility,,"Asia, regional",ODA Grants,,,,,4.799252,,,
,2022,Multilateral donor,Global Environment Facility,,"Bilateral, unspecified",ODA Grants,,CCM,,,0,,,
,2022,Multilateral donor,Global Environment Facility,,"Bilateral, unspecified",ODA Grants,CCA,,,,0,,,
,2022,Multilateral donor,Global Environment Facility,,"Bilateral, unspecified",ODA Grants,,,,,96.242108,,,
,2022,Multilateral donor,Global Environment Facility,,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,1.410796,,,
,2022,Multilateral donor,Global Environment Facility,,"Bilateral, unspecified",Equity Investment,,,,,0,,,
,2022,Multilateral donor,Global Environment Facility,,"Caribbean, regional",ODA Grants,,,,,1.777841,,,
,2022,Multilateral donor,Global Environment Facility,,"Central America, regional",ODA Grants,,,,,0.037709,,,
,2022,Multilateral donor,Global Environment Facility,,"Central Asia, regional",ODA Grants,,,,,2.654391,,,
,2022,Multilateral donor,Global Environment Facility,,"Eastern Africa, regional",ODA Grants,,,,,3.171032,,,
,2022,Multilateral donor,Global Environment Facility,,"Europe, regional",ODA Grants,,,,,6.537506,,,
,2022,Multilateral donor,Global Environment Facility,,"Europe, regional",ODA Grants,,CCM,,,0.015619,,,
,2022,Multilateral donor,Global Environment Facility,,"Far East Asia, regional",ODA Grants,,,,,0.08324,,,
,2022,Multilateral donor,Global Environment Facility,,"Oceania, regional",ODA Grants,,,,,0.003808,,,
,2022,Multilateral donor,Global Environment Facility,,"South of Sahara, regional",ODA Grants,,,,,0.51456,,,
,2022,Multilateral donor,Global Environment Facility,,"Western Africa, regional",ODA Grants,,,,,0.120999,,,
,2022,DAC donor,New Zealand,NZL,"Africa, regional",ODA Grants,,CCM,,,0.963625,,,
,2022,DAC donor,New Zealand,NZL,"Asia, regional",ODA Grants,,,,,0.680564,,,
,2022,DAC donor,New Zealand,NZL,"Bilateral, unspecified",ODA Grants,,,,,91.538541,,,
,2022,DAC donor,New Zealand,NZL,"Bilateral, unspecified",ODA Grants,,,,COVID,9.697047,,,
,2022,DAC donor,New Zealand,NZL,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,2.708836,,,
,2022,DAC donor,New Zealand,NZL,"Caribbean & Central America, regional",ODA Grants,,,,,0.543561,,,
,2022,DAC donor,New Zealand,NZL,"Caribbean, regional",ODA Grants,,,,,0.058122,,,
,2022,DAC donor,New Zealand,NZL,"Caribbean, regional",ODA Grants,,CCM,,,0.381561,,,
,2022,DAC donor,New Zealand,NZL,"Far East Asia, regional",ODA Grants,,,Humanitarian,,0.625519,,,
,2022,DAC donor,New Zealand,NZL,"Far East Asia, regional",ODA Grants,,CCM,,,1.806313,,,
,2022,DAC donor,New Zealand,NZL,"Melanesia, regional",ODA Grants,,,,,0.253518,,,
,2022,DAC donor,New Zealand,NZL,"Micronesia, regional",ODA Grants,,,,,0.253518,,,
,2022,DAC donor,New Zealand,NZL,"Oceania, regional",ODA Grants,,,,,56.053106,,,
,2022,DAC donor,New Zealand,NZL,"Oceania, regional",ODA Grants,,,Humanitarian,,0.948692,,,
,2022,DAC donor,New Zealand,NZL,"Oceania, regional",ODA Grants,CCA,CCM,,,5.376374,,,
,2022,DAC donor,New Zealand,NZL,"Oceania, regional",ODA Grants,CCA,,,,23.315149,,,
,2022,DAC donor,New Zealand,NZL,"Oceania, regional",ODA Grants,,,,COVID,21.522776,,,
,2022,DAC donor,New Zealand,NZL,"Oceania, regional",ODA Grants,,,Humanitarian,COVID,0.036574,,,
,2022,DAC donor,New Zealand,NZL,"South of Sahara, regional",ODA Grants,,,,,0.947349,,,
,2022,DAC donor,New Zealand,NZL,"South of Sahara, regional",ODA Grants,,CCM,,,0.823932,,,
,2022,Multilateral donor,International Development Association,,"Asia, regional",ODA Grants,,,,,1.2555,,,
,2022,Multilateral donor,International Development Association,,"Asia, regional",ODA Grants,,,Humanitarian,,0.2945,,,
,2022,Multilateral donor,International Development Association,,"Caribbean & Central America, regional",ODA Loans,,,,,0,,,
,2022,Multilateral donor,International Development Association,,"Caribbean & Central America, regional",ODA Grants,,,,,1.17039,,,
,2022,Multilateral donor,International Development Association,,"Caribbean, regional",ODA Grants,,,,,0.9465,,,
,2022,Multilateral donor,International Development Association,,"Caribbean, regional",ODA Grants,,,Humanitarian,,0.74368,,,
,2022,Multilateral donor,International Development Association,,"Central Asia, regional",ODA Grants,,,,,1.45267,,,
,2022,Multilateral donor,International Development Association,,"Eastern Africa, regional",ODA Grants,,,,,29.35948,,,
,2022,Multilateral donor,International Development Association,,"Eastern Africa, regional",ODA Grants,,,Humanitarian,,0.80605,,,
,2022,Multilateral donor,International Development Association,,"Middle East, regional",ODA Grants,,,,,0.111,,,
,2022,Multilateral donor,International Development Association,,"Middle East, regional",ODA Grants,,,Humanitarian,,0.189,,,
,2022,Multilateral donor,International Development Association,,"Oceania, regional",ODA Grants,,,,,1.93375,,,
,2022,Multilateral donor,International Development Association,,"Oceania, regional",ODA Grants,,,Humanitarian,,1.03816,,,
,2022,Multilateral donor,International Development Association,,"South Asia, regional",ODA Grants,,,Humanitarian,,2.73222,,,
,2022,Multilateral donor,International Development Association,,"South Asia, regional",ODA Grants,,,,,2.45323,,,
,2022,Multilateral donor,International Development Association,,"South of Sahara, regional",ODA Loans,,,,,7.13828,,,
,2022,Multilateral donor,International Development Association,,"South of Sahara, regional",ODA Grants,,,,,3.25139,,,
,2022,Multilateral donor,International Development Association,,"Western Africa, regional",ODA Grants,,,,,82.92053,,,
,2022,Multilateral donor,International Development Association,,"Western Africa, regional",ODA Grants,,,Humanitarian,,10.10025,,,
,2022,Multilateral donor,Caribbean Development Bank,,"Caribbean, regional",ODA Grants,,,,,4.799,,,
,2022,Multilateral donor,Inter-American Development Bank,,"America, regional",ODA Grants,,,,,37.077097,,,
,2022,Multilateral donor,Inter-American Development Bank,,"America, regional",ODA Grants,,,,COVID,11.720678,,,
,2022,Multilateral donor,African Development Bank,,"Africa, regional",ODA Grants,,,,,1.422821,,,
,2022,Multilateral donor,African Development Bank,,"Western Africa, regional",ODA Grants,,,,,0,,,
,2022,Multilateral donor,African Development Fund,,"Africa, regional",ODA Grants,,,,,300.567644,,,
,2022,Multilateral donor,African Development Fund,,"Africa, regional",ODA Grants,,,,COVID,8.71777,,,
,2022,Multilateral donor,African Development Fund,,"Africa, regional",ODA Loans,,,,,0,,,
,2022,Multilateral donor,African Development Fund,,"Eastern Africa, regional",ODA Loans,,,,,7.05019,,,
,2022,Multilateral donor,African Development Fund,,"Eastern Africa, regional",ODA Grants,,,,,3.216605,,,
,2022,Multilateral donor,African Development Fund,,"Eastern Africa, regional",ODA Grants,,,,COVID,0.164,,,
,2022,Multilateral donor,African Development Fund,,"Southern Africa, regional",ODA Grants,,,,,1.194126,,,
,2022,Multilateral donor,African Development Fund,,"Western Africa, regional",ODA Grants,,,,,3.159366,,,
,2022,Multilateral donor,African Development Fund,,"Western Africa, regional",ODA Loans,,,,,2.459229,,,
,2022,Multilateral donor,Asian Development Bank,,"Asia, regional",ODA Grants,,,,,38.318909,,,
,2022,Multilateral donor,Asian Development Bank,,"Asia, regional",ODA Grants,,,,COVID,7.113803,,,
,2022,Multilateral donor,Asian Development Bank,,"Central Asia, regional",ODA Grants,,,,,7.059612,,,
,2022,Multilateral donor,Asian Development Bank,,"Central Asia, regional",ODA Grants,,,,COVID,0.929104,,,
,2022,Multilateral donor,Asian Development Bank,,"Far East Asia, regional",ODA Grants,,,,,13.60627,,,
,2022,Multilateral donor,Asian Development Bank,,"Far East Asia, regional",ODA Grants,,,,COVID,3.288309,,,
,2022,Multilateral donor,Asian Development Bank,,"Oceania, regional",ODA Grants,,,,,8.305058,,,
,2022,Multilateral donor,Asian Development Bank,,"Oceania, regional",ODA Grants,,,,COVID,2.007976,,,
,2022,Multilateral donor,Asian Development Bank,,"Oceania, regional",ODA Loans,,,,,3.019874,,,
,2022,Multilateral donor,Asian Development Bank,,"South Asia, regional",ODA Grants,,,,COVID,1.282067,,,
,2022,Multilateral donor,Asian Development Bank,,"South Asia, regional",ODA Grants,,,,,7.98084,,,
,2022,DAC donor,EU Institutions,,"Africa, regional",ODA Grants,,,,,235.499716,,,
,2022,DAC donor,EU Institutions,,"Africa, regional",ODA Grants,,,,COVID,43.811782,,,
,2022,DAC donor,EU Institutions,,"Africa, regional",ODA Grants,CCA,CCM,,,4.053224,,,
,2022,DAC donor,EU Institutions,,"Africa, regional",ODA Grants,,CCM,,,3.759102,,,
,2022,DAC donor,EU Institutions,,"Africa, regional",ODA Grants,CCA,,,,5.385898,,,
,2022,DAC donor,EU Institutions,,"Africa, regional",Equity Investment,,,,,190.758229,,,
,2022,DAC donor,EU Institutions,,"Africa, regional",ODA Loans,,,,,0,,,
,2022,DAC donor,EU Institutions,,"America, regional",ODA Grants,,,,COVID,8.105077,,,
,2022,DAC donor,EU Institutions,,"America, regional",ODA Grants,CCA,CCM,,,6.147744,,,
,2022,DAC donor,EU Institutions,,"America, regional",ODA Grants,,,,,27.696738,,,
,2022,DAC donor,EU Institutions,,"America, regional",ODA Grants,,CCM,,,0.09918,,,
,2022,DAC donor,EU Institutions,,"America, regional",ODA Grants,,CCM,,COVID,0.176717,,,
,2022,DAC donor,EU Institutions,,"America, regional",ODA Grants,,,Humanitarian,,23.185686,,,
,2022,DAC donor,EU Institutions,,"America, regional",ODA Grants,,,Humanitarian,COVID,3.614102,,,
,2022,DAC donor,EU Institutions,,"America, regional",ODA Grants,CCA,,,,0.82852,,,
,2022,DAC donor,EU Institutions,,"America, regional",ODA Grants,CCA,CCM,,COVID,7.999632,,,
,2022,DAC donor,EU Institutions,,"Asia, regional",ODA Grants,,,,,54.136956,,,
,2022,DAC donor,EU Institutions,,"Asia, regional",ODA Grants,,,,COVID,5.371176,,,
,2022,DAC donor,EU Institutions,,"Asia, regional",ODA Grants,CCA,CCM,,COVID,0.169655,,,
,2022,DAC donor,EU Institutions,,"Asia, regional",ODA Grants,CCA,CCM,,,0.077652,,,
,2022,DAC donor,EU Institutions,,"Asia, regional",ODA Grants,CCA,,,,0.021033,,,
,2022,DAC donor,EU Institutions,,"Asia, regional",ODA Grants,,,Humanitarian,,0.525818,,,
,2022,DAC donor,EU Institutions,,"Asia, regional",ODA Grants,CCA,,,COVID,0,,,
,2022,DAC donor,EU Institutions,,"Asia, regional",ODA Grants,,CCM,,,4.071785,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,,,,,2882.529935,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,,,,COVID,1539.290242,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,CCA,CCM,,,14.808255,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,,CCM,,COVID,0.021033,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,,CCM,,,45.764612,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,CCA,,,,26.751908,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,,,Humanitarian,COVID,56.978713,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,CCA,,,COVID,7.763129,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,CCA,CCM,,COVID,14.119213,,,
,2022,DAC donor,EU Institutions,,"Bilateral, unspecified",ODA Grants,,,Humanitarian,,144.490692,,,
,2022,DAC donor,EU Institutions,,"Caribbean & Central America, regional",ODA Grants,,,,,19.161194,,,
,2022,DAC donor,EU Institutions,,"Caribbean & Central America, regional",ODA Grants,CCA,,,COVID,4.549458,,,
,2022,DAC donor,EU Institutions,,"Caribbean & Central America, regional",ODA Grants,,,,COVID,6.554591,,,
,2022,DAC donor,EU Institutions,,"Caribbean, regional",ODA Grants,CCA,,,,1.403596,,,
,2022,DAC donor,EU Institutions,,"Caribbean, regional",ODA Grants,,,,,9.508286,,,
,2022,DAC donor,EU Institutions,,"Caribbean, regional",ODA Grants,CCA,,,COVID,4.876959,,,
,2022,DAC donor,EU Institutions,,"Caribbean, regional",ODA Grants,,,,COVID,0.655316,,,
,2022,DAC donor,EU Institutions,,"Caribbean, regional",Equity Investment,,,,,0.95804,,,
,2022,DAC donor,EU Institutions,,"Caribbean, regional",ODA Loans,,,,,0,,,
,2022,DAC donor,EU Institutions,,"Caribbean, regional",ODA Grants,CCA,CCM,,,1.912924,,,
,2022,DAC donor,EU Institutions,,"Caribbean, regional",ODA Grants,,CCM,,,0.848196,,,
,2022,DAC donor,EU Institutions,,"Caribbean, regional",ODA Grants,,,Humanitarian,,6.309812,,,
,2022,DAC donor,EU Institutions,,"Central America, regional",ODA Grants,,,,,21.289074,,,
,2022,DAC donor,EU Institutions,,"Central America, regional",ODA Grants,,CCM,,,0,,,
,2022,DAC donor,EU Institutions,,"Central America, regional",ODA Grants,,,Humanitarian,COVID,3.039992,,,
,2022,DAC donor,EU Institutions,,"Central America, regional",ODA Grants,,,Humanitarian,,6.713187,,,
,2022,DAC donor,EU Institutions,,"Central America, regional",ODA Grants,,,,COVID,5.54338,,,
,2022,DAC donor,EU Institutions,,"Central America, regional",ODA Loans,,,,,0,,,
,2022,DAC donor,EU Institutions,,"Central America, regional",ODA Grants,CCA,CCM,,,1.863235,,,
,2022,DAC donor,EU Institutions,,"Central Asia, regional",ODA Grants,,,,,125.946829,,,
,2022,DAC donor,EU Institutions,,"Central Asia, regional",ODA Grants,CCA,,,,0.381985,,,
,2022,DAC donor,EU Institutions,,"Central Asia, regional",ODA Grants,,,,COVID,10.526827,,,
,2022,DAC donor,EU Institutions,,"Central Asia, regional",ODA Grants,,CCM,,,1.051635,,,
,2022,DAC donor,EU Institutions,,"Central Asia, regional",ODA Grants,CCA,CCM,,,1.071353,,,
,2022,DAC donor,EU Institutions,,"Central Asia, regional",ODA Grants,CCA,CCM,Humanitarian,,1.493785,,,
,2022,DAC donor,EU Institutions,,"Central Asia, regional",ODA Grants,,,Humanitarian,COVID,0.607351,,,
,2022,DAC donor,EU Institutions,,"Central Asia, regional",ODA Grants,,,Humanitarian,,0.151435,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",ODA Grants,,,,,50.824087,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",ODA Grants,CCA,CCM,,,3.526838,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",ODA Grants,,,Humanitarian,,1.148844,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",ODA Grants,,,,COVID,2.20896,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",ODA Loans,,,,,0,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",Equity Investment,,,,,5.056263,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",ODA Grants,CCA,,,,0.118635,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",ODA Grants,,CCM,,,0.231255,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",ODA Grants,CCA,,Humanitarian,,1.012178,,,
,2022,DAC donor,EU Institutions,,"Eastern Africa, regional",ODA Grants,,,Humanitarian,COVID,0.168262,,,
,2022,DAC donor,EU Institutions,,"Europe, regional",ODA Grants,,,,,359.033435,,,
,2022,DAC donor,EU Institutions,,"Europe, regional",ODA Grants,,,,COVID,154.245148,,,
,2022,DAC donor,EU Institutions,,"Europe, regional",ODA Grants,CCA,CCM,,,13.174845,,,
,2022,DAC donor,EU Institutions,,"Europe, regional",ODA Grants,CCA,,,,0.122494,,,
,2022,DAC donor,EU Institutions,,"Europe, regional",ODA Grants,CCA,CCM,,COVID,15.902913,,,
,2022,DAC donor,EU Institutions,,"Europe, regional",ODA Grants,,,Humanitarian,,168.840875,,,
,2022,DAC donor,EU Institutions,,"Europe, regional",ODA Grants,,CCM,,,5.722053,,,
,2022,DAC donor,EU Institutions,,"Far East Asia, regional",ODA Grants,,,,,11.682985,,,
,2022,DAC donor,EU Institutions,,"Far East Asia, regional",ODA Grants,CCA,CCM,,,1.761395,,,
,2022,DAC donor,EU Institutions,,"Far East Asia, regional",ODA Grants,,,,COVID,5.633947,,,
,2022,DAC donor,EU Institutions,,"Far East Asia, regional",ODA Grants,,,Humanitarian,,0.548554,,,
,2022,DAC donor,EU Institutions,,"Far East Asia, regional",ODA Grants,CCA,,Humanitarian,,0.267378,,,
,2022,DAC donor,EU Institutions,,"Middle Africa, regional",ODA Grants,,,,,7.019202,,,
,2022,DAC donor,EU Institutions,,"Middle Africa, regional",ODA Grants,,,Humanitarian,,0,,,
,2022,DAC donor,EU Institutions,,"Middle East, regional",ODA Grants,,,,,12.337743,,,
,2022,DAC donor,EU Institutions,,"Middle East, regional",ODA Grants,,,,COVID,1.896697,,,
,2022,DAC donor,EU Institutions,,"Middle East, regional",ODA Grants,,,Humanitarian,,0,,,
,2022,DAC donor,EU Institutions,,"North of Sahara, regional",ODA Grants,,CCM,,,1.152518,,,
,2022,DAC donor,EU Institutions,,"North of Sahara, regional",ODA Grants,,,,,9.341424,,,
,2022,DAC donor,EU Institutions,,"North of Sahara, regional",Equity Investment,,,,,23.007676,,,
,2022,DAC donor,EU Institutions,,"North of Sahara, regional",ODA Grants,,,Humanitarian,,0,,,
,2022,DAC donor,EU Institutions,,"North of Sahara, regional",ODA Grants,CCA,CCM,,,1.656725,,,
,2022,DAC donor,EU Institutions,,"Oceania, regional",ODA Grants,,,,,16.046651,,,
,2022,DAC donor,EU Institutions,,"Oceania, regional",ODA Grants,CCA,CCM,,,12.744368,,,
,2022,DAC donor,EU Institutions,,"Oceania, regional",ODA Grants,,,,COVID,10.914922,,,
,2022,DAC donor,EU Institutions,,"Oceania, regional",ODA Grants,CCA,,,,5.601115,,,
,2022,DAC donor,EU Institutions,,"Oceania, regional",ODA Grants,CCA,,,COVID,2.280408,,,
,2022,DAC donor,EU Institutions,,"Oceania, regional",Equity Investment,,,,,0,,,
,2022,DAC donor,EU Institutions,,"Oceania, regional",ODA Loans,,,,,0,,,
,2022,DAC donor,EU Institutions,,"Oceania, regional",ODA Grants,CCA,CCM,Humanitarian,,0.159438,,,
,2022,DAC donor,EU Institutions,,"Oceania, regional",ODA Grants,,,Humanitarian,,0.076822,,,
,2022,DAC donor,EU Institutions,,"South & Central Asia, regional",ODA Grants,,CCM,,,1.141245,,,
,2022,DAC donor,EU Institutions,,"South & Central Asia, regional",ODA Grants,,,,,3.038195,,,
,2022,DAC donor,EU Institutions,,"South America, regional",ODA Loans,,,,,215.048901,,,
,2022,DAC donor,EU Institutions,,"South America, regional",ODA Grants,,,,,20.176961,,,
,2022,DAC donor,EU Institutions,,"South America, regional",ODA Grants,,CCM,,,0.554506,,,
,2022,DAC donor,EU Institutions,,"South America, regional",ODA Grants,,,Humanitarian,,10.563887,,,
,2022,DAC donor,EU Institutions,,"South America, regional",ODA Grants,,,Humanitarian,COVID,11.319351,,,
,2022,DAC donor,EU Institutions,,"South America, regional",Equity Investment,,,,,12.074875,,,
,2022,DAC donor,EU Institutions,,"South America, regional",ODA Grants,,,,COVID,6.368145,,,
,2022,DAC donor,EU Institutions,,"South America, regional",ODA Grants,CCA,CCM,,,2.39552,,,
,2022,DAC donor,EU Institutions,,"South America, regional",ODA Grants,,CCM,,COVID,0.00062,,,
,2022,DAC donor,EU Institutions,,"South America, regional",ODA Grants,CCA,,,,0.020675,,,
